Course Name,Role,Last Name,First Name,Affiliation,Location,Position at Affiliation,Notes,,
Neurobiology,Lecturer,Regehr,Wade,Harvard Medical School,,,,,
Neurobiology,Lecturer,Ryan,Timothy,Weill Conell Medical College,,,,,
Neurobiology,Lecturer,Sanes,Joshua,Harvard University,,,,,
Neurobiology,Lecturer,Speca,David,"University of California, Davis",,,,,
Neurobiology,Lecturer,Trachtenberg,Joshua,"University of California, Los Angeles",,,,,
Neurobiology,Lecturer,Trimmer,James,"University of California, Davis",,,,,
Neurobiology,Lecturer,Trussell,Larry,Oregon Health & Science University,,,,,
Neurobiology,Lecturer,Vetter,Monica,University of Utah,,,,,
Neurobiology,Teaching Assistant,Barisone,Gustavo,"University of California, Davis, School of Medicine",,,,,
Neurobiology,Teaching Assistant,Baudouin,Stephane,"Biozentrum, University of Basel",,,,,
Neurobiology,Teaching Assistant,Bouhours,Brice,L'Universite Paris Descartes,,,,,
Neurobiology,Teaching Assistant,Busse,Brad,Stanford University,,,,,
Neurobiology,Teaching Assistant,Chang,Leo,"University of Texas Health Science Center, San Antonio",,,,,
Neurobiology,Teaching Assistant,Deeg,Katherine,Brown University,,,,,
Neurobiology,Teaching Assistant,Fierro,Javier,University of Oregon,,,,,
Neurobiology,Teaching Assistant,Fieschi,Maxime,INMED,,,,,
Neurobiology,Teaching Assistant,Fu,Min,"University of California, Santa Cruz",,,,,
Neurobiology,Teaching Assistant,Higenell,Valerie,McGill University,,,,,
Neurobiology,Teaching Assistant,Ingolfsson,Helgi,Weill Cornell Medical College,,,,,
Neurobiology,Teaching Assistant,Kaur,Inderpreet,"University of California, Davis",,,,,
Neurobiology,Teaching Assistant,Kirk,Lyndsey,"University of California, Davis",,,,,
Neurobiology,Teaching Assistant,Lee,Seok Jin,Duke University Medical Center,,,,,
Neurobiology,Teaching Assistant,Morsci,Natalia,Rutgers University,,,,,
Neurobiology,Teaching Assistant,Robertson,Stephanie,"University of California, San Francisco",,,,,
Neurobiology,Teaching Assistant,Smith,Richard,University of Maryland,,,,,
Neurobiology,Teaching Assistant,Soiza-Reilly,Mariano,Children's Hospital Boston,,,,,
Neurobiology,Teaching Assistant,Tallafuss,Alexandra,University of Oregon,,,,,
Neurobiology,Teaching Assistant,Williams,Philip,Technical University of Munich,,,,,
Neurobiology,Teaching Assistant,Wilson,Sarah,"University of California, Berkeley",,,,,
Neurobiology,Teaching Assistant,Witte,Harald,"Biozentrum, University of Basel",,,,,
Neurobiology,Teaching Assistant,Zhu,Julia,University of Pennsylvania,,,,,
Neurobiology,Course Assistant,Correia,Liann,Washington and Jefferson College,,,,,
Neurobiology,Course Assistant,Gilmore,Anthony,"University of California, Santa Cruz",,,,,
Neurobiology,Course Assistant,Nave,Genevieve,Smith College,,,,,
Neurobiology,Course Assistant,Vale,Christopher,Marine Biological Laboratory,,,,,
Neurobiology,Student,Angueyra,Juan,University of Washington,,,,,
Neurobiology,Student,Bang,Sun Jung,Children's Hospital Boston/Harvard Medical School,,,,,
Neurobiology,Student,Betke,Katherine,Vanderbilt University Medical Center,,,,,
Neurobiology,Student,Dick,Lindsay,The Rockefeller University,,,,,
Neurobiology,Student,Kohl,Johannes,MRC Lab of Molecular Biology,,,,,
Neurobiology,Student,Langworthy,Melissa,University of Colorado Denver,,,,,
Neurobiology,Student,Lee,Young il,The University of Texas at Austin,,,,,
Neurobiology,Student,Mullins,Olivia,University of Virginia,,,,,
Neurobiology,Student,Peng,Anthony,Stanford University,,,,,
Neurobiology,Student,Qiu,Rong,Chinese Academy of Sciences,,,,,
Neurobiology,Student,Rao,Yanhua,Duke University,,,,,
Neurobiology,Student,Zwart,Maarten,University of Cambridge,,,,,
Neural Systems & Behavior,Course Director,Katz,Paul,Georgia State University,,,June 5-August 1,,
Neural Systems & Behavior,Course Director,Knierim,James,Johns Hopkins University,,,,,
Neural Systems & Behavior,Faculty,Angstadt,James,Siena College,,,,,
Neural Systems & Behavior,Faculty,Bhandawat,Vikas,Duke University,,,,,
Neural Systems & Behavior,Faculty,Brecht,Hans,"BCCN, Humboldt University Berlin",,,,,
Neural Systems & Behavior,Faculty,Bucher,Dirk,University of Florida,,,,,
Neural Systems & Behavior,Faculty,Calabrese,Ronald,Emory University,,,,,
Neural Systems & Behavior,Faculty,Calin-Jageman,Robert,Dominican University,,,,,
Neural Systems & Behavior,Faculty,Chacron,Maurice,McGill University,,,,,
Neural Systems & Behavior,Faculty,Coleman,Melissa,Claremont Colleges,,,,,
Neural Systems & Behavior,Faculty,Dickinson,Michael,California Institute of Technology,,,,,
Neural Systems & Behavior,Faculty,Faumont,Serge,University of Oregon,,,,,
Neural Systems & Behavior,Faculty,Fenton,Andre,New York University,,,,,
Neural Systems & Behavior,Faculty,Fortune,Eric,Johns Hopkins University,,,,,
Neural Systems & Behavior,Faculty,Freeman,John,The University of Iowa,,,,,
Neural Systems & Behavior,Faculty,French,Kathy,"University of California, San Diego",,,,,
Neural Systems & Behavior,Faculty,Golowasch,Jorge,New Jersey Institute of Technology,,,,,
Neural Systems & Behavior,Faculty,Hart,Anne,Brown University,,,,,
Neural Systems & Behavior,Faculty,Kentros,Clifford,University of Oregon,,,,,
Neural Systems & Behavior,Faculty,Konishi,Masakazu,California Institute of Technology,,,,,
Neural Systems & Behavior,Faculty,Kozhevnikov,Alexay,Pennsylvania State University,,,,,
Neural Systems & Behavior,Faculty,Kristan,William,"University of California, San Diego",,,,,
Neural Systems & Behavior,Faculty,Maimon,Gaby,California Institute of Technology,,,,,
Neural Systems & Behavior,Faculty,Masino,Mark,University of Minnesota,,,,,
Neural Systems & Behavior,Faculty,Mauk,Michael,University of Texas at Austin,,,,,
Neural Systems & Behavior,Faculty,Moore,Christopher,Massachusetts Institute of Technology,,,,,
Neural Systems & Behavior,Faculty,Nadim,Farzan,New Jersey Institute of Technology/Rutgers University,,,,,
Neural Systems & Behavior,Faculty,Norris,Brian,California State University,,,,,
Neural Systems & Behavior,Faculty,Rankin,Catharine,University of British Columbia,,,,,
Neural Systems & Behavior,Faculty,Ritt,Jason,Boston University,,,,,
Neural Systems & Behavior,Faculty,Sirotkin,Howard,Stony Brook University,,,,,
Neural Systems & Behavior,Faculty,Stein,Wolfgang,Ulm University,,,,,
Neural Systems & Behavior,Faculty,Svoboda,Karel,"Janelia Farm Research Campus, Howard Hughes Medical Institute",,,,,
Neural Systems & Behavior,Faculty,Szczupak,Lidia,Universidad de Buenos Aires,,,,,
Neural Systems & Behavior,Faculty,Taube,Jeffrey,Dartmouth College,,,,,
Neural Systems & Behavior,Faculty,Todd,Krista,"University of California, San Diego",,,,,
Neural Systems & Behavior,Faculty,Wagenaar,Daniel,California Institute of Technology,,,,,
Neural Systems & Behavior,Faculty,Wenning-Erxleben,Angela,Emory University,,,,,
Neural Systems & Behavior,Lecturer,Dvorak,Dino,SUNY Downstate,,,,,
Neural Systems & Behavior,Lecturer,Eisthen,Heather,Michigan State University,,,,,
Neural Systems & Behavior,Lecturer,Gallant,Jack,"University of California, Berkeley",,,,,
Neural Systems & Behavior,Lecturer,Krubitzer,Leah,"University of California, Davis",,,,,
Neural Systems & Behavior,Lecturer,Raymond,Jennifer,Stanford University,,,,,
Neural Systems & Behavior,Lecturer,Robinson,Gene,University of Illinois at Urbana-Champaign,,,,,
Neural Systems & Behavior,Lecturer,Shah,Manan,SUNY Downstate Medical Center,,,,,
Neural Systems & Behavior,Teaching Assistant,Anderson,Tatiana,University of Minnesota,,,,,
Neural Systems & Behavior,Teaching Assistant,Davis,Tobin,University of Texas at Austin,,,,,
Neural Systems & Behavior,Teaching Assistant,Day,Nancy,"University of Minnesota, Minneapolis",,,,,
Neural Systems & Behavior,Teaching Assistant,DeBlander,Leah,University of Oregon,,,,,
Neural Systems & Behavior,Teaching Assistant,Halverson,Hunter,University of Texas at Austin,,,,,
Neural Systems & Behavior,Teaching Assistant,Huber,Daniel,Howard Hughes Medical Institute,,,,,
Neural Systems & Behavior,Teaching Assistant,Knoblich,Ulf,Massachusetts Institute of Technology,,,,,
Neural Systems & Behavior,Teaching Assistant,Kok,Fatma,SUNY at Stony Brook,,,,,
Neural Systems & Behavior,Teaching Assistant,Langford,Bruce,Pennsylvania State University,,,,,
Neural Systems & Behavior,Teaching Assistant,Marsat,Gary,University of Ottawa,,,,,
Neural Systems & Behavior,Teaching Assistant,Puhl,Joshua,University of Minnesota,,,,,
Neural Systems & Behavior,Teaching Assistant,Rela,Lorena,University of Buenos Aires,,,,,
Neural Systems & Behavior,Teaching Assistant,Rowland,David,University of Oregon,,,,,
Neural Systems & Behavior,Teaching Assistant,Singh,Komudi,Brown University,,,,,
Neural Systems & Behavior,Teaching Assistant,Skowronski-Lutz,Ethan,Massachusetts Institute of Technology,,,,,
Neural Systems & Behavior,Teaching Assistant,Vonderschen,Katrin,McGill University,,,,,
Neural Systems & Behavior,Teaching Assistant,Weir,Peter,California Institute of Technology,,,,,
Neural Systems & Behavior,Teaching Assistant,White,Rachel,University of Pennsylvania School of Medicine,,,,,
Neural Systems & Behavior,Teaching Assistant,Wright,Terrence,Emory University,,,,,
Neural Systems & Behavior,Teaching Assistant,Zhang,Yisi,Pennsylvania State University,,,,,
Neural Systems & Behavior,Course Assistant,Bradley,Keith,Woods Hole Oceanographic Institution,,,,,
Neural Systems & Behavior,Course Assistant,Hamid,Arif,University Of Minnesota,,,,,
Neural Systems & Behavior,Course Assistant,Lewis,Stefanie,New England College,,,,,
Neural Systems & Behavior,Course Assistant,Tamvacakis,Arianna,Georgia State University,,,,,
Neural Systems & Behavior,Course Assistant,Umeh,Maxine,"University of California, Merced",,,,,
Neural Systems & Behavior,Student,Agrochao,Margarida,Harvard University,,,,,
Neural Systems & Behavior,Student,Cazakoff,Brittany,University of Saskatchewan,,,,,
Neural Systems & Behavior,Student,Cowan,Noah,Johns Hopkins University,,,,,
Neural Systems & Behavior,Student,el Jundi,Basil,Philipps University of Marburg,,,,,
Neural Systems & Behavior,Student,Gage,Gregory,University of Michigan,,,,,
Neural Systems & Behavior,Student,Gunaratne,Charuni,Georgia State University,,,,,
Neural Systems & Behavior,Student,Jung,Sarah Nicola,Max Planck Institute of Neurobiology,,,,,
Neural Systems & Behavior,Student,Kathman,Nicholas,Case Western Reserve University,,,,,
Neural Systems & Behavior,Student,Lazarus,Kerry,Carnegie Mellon University,,,,,
Neural Systems & Behavior,Student,Manella,Laura,Cornell University,,,,,
Neural Systems & Behavior,Student,Priesemann,Viola,Max Planck Institute for Brain Research,,,,,
Neural Systems & Behavior,Student,Rajaram,Siddharth,Boston University,,,,,
Neural Systems & Behavior,Student,Ramirez,Mercedes,"University of California, Santa Barbara",,,,,
Neural Systems & Behavior,Student,Rosenbaum,Philipp,University of Cologne,,,,,
Neural Systems & Behavior,Student,Saade,Carole,Florida State University,,,,,
Neural Systems & Behavior,Student,Savelli,Francesco,Johns Hopkins University,,,,,
Neural Systems & Behavior,Student,Schrode,Katrina,University of Minnesota,,,,,
Neural Systems & Behavior,Student,Sofroniew,Nicholas,"Janelia Farm Research Campus, Howard Hughes Medical Institute/ Cambridge University",,,,,
Neural Systems & Behavior,Student,Suver,Marie,California Institute of Technology,,,,,
Neural Systems & Behavior,Student,Vasconcelos,Raquel,University of Lisbon,,,,,
Physiology,Course Director,Mullins,Dyche,"University of California, San FranciscoSchool of Medicine",,,June 12-August 1,,
Physiology,Course Director,Waterman,Clare,NIH/National Heart Lung Blood Institute,,,,,
Physiology,Faculty,Danuser,Gaudenz,Harvard Medical School,,,,,
Physiology,Faculty,Davidson,Michael,Florida State University,,,,,
Physiology,Faculty,Fischer,Robert,NIH/National Heart Lung Blood Institute,,,,,
Physiology,Faculty,Fletcher,Daniel,"University of California, Berkeley",,,,,
Physiology,Faculty,Gardner,Melissa,Max Planck Institute,,,,,
Physiology,Faculty,Geiger,Benjamin,Weizmann Institute of Science,,,,,
Physiology,Faculty,Huang,Kerwyn,Stanford University,,,,,
Physiology,Faculty,Jaqaman,Khuloud,Harvard Medical School,,,,,
Physiology,Faculty,Khodjakov,Alexey,Wadsworth Center,,,,,
Physiology,Faculty,Lippincott-Schwartz,Jennifer,NIH/ National Institute of Child Health and Human Development,,,,,
Physiology,Faculty,Marshall,Wallace,"University of California, San Francisco",,,,,
Physiology,Faculty,Meyer,Tobias,Stanford University,,,,,
Physiology,Faculty,Nelson,James,Stanford University,,,,,
Physiology,Faculty,Odde,David,University of Minnesota,,,,,
Physiology,Faculty,Phillips,Rob,California Institute of Technology,,,,,
Physiology,Faculty,Thorn,Kurt,"University of California, San Francisco",,,,,
Physiology,Lecturer,Amon,Angelika,Massachusetts Institute of Technology,,,,,
Physiology,Lecturer,Austin,Robert,Princeton University,,,,,
Physiology,Lecturer,Bement,William,University of Wisconsin-Madison,,,,,
Physiology,Lecturer,Bustamante,Carlos,"University of California, Berkeley",,,,,
Physiology,Lecturer,Cameron,Andrew,California Institute of Technology,,,,,
Physiology,Lecturer,Denic,Vladimir,Harvard University,,,,,
Physiology,Lecturer,Foster,Kevin,Harvard University,,,,,
Physiology,Lecturer,Gardel,Margaret,University of Chicago,,,,,
Physiology,Lecturer,Gitai,Zemer,Princeton University,,,,,
Physiology,Lecturer,Hahn,Klaus,University of North Carolina,,,,,
Physiology,Lecturer,Hershko,Avram,Technion,,,,,
Physiology,Lecturer,Kaverina,Irina,Vanderbilt University Medical Center,,,,,
Physiology,Lecturer,Matunis,Erika,Johns Hopkins University School of Medicine,,,,,
Physiology,Lecturer,Ranganathan,Rama,University of Texas Southwestern Medical School,,,,,
Physiology,Lecturer,Rapoport,Tom,Harvard Medical School/ Howard Hughes Medical Center,,,,,
Physiology,Lecturer,Rodionov,Vladimir,University of Connecticut Health Center,,,,,
Physiology,Lecturer,Sheetz,Michael,Columbia University of New York,,,,,
Physiology,Lecturer,Taunton,Jack,"University of California, San Francisco",,,,,
Physiology,Lecturer,Theriot,Julie,Stanford University,,,,,
Physiology,Lecturer,Vale,Ron,"University of California, San Francisco",,,,,
Physiology,Lecturer,Wingreen,Ned,Princeton University,,,,,
Physiology,Teaching Assistant,Aguet,Francois,Harvard Medical School,,,,,
Physiology,Teaching Assistant,Azimzadeh,Juliette,"University of California, San Francisco",,,,,
Physiology,Teaching Assistant,Besser,Achim,Harvard Medical School,,,,,
Physiology,Teaching Assistant,Borghi,Nicolas,Stanford University,,,,,
Physiology,Teaching Assistant,Brewster,Robert,California Institute of Technology,,,,,
Physiology,Teaching Assistant,Castle,Brian,University of Minnesota,,,,,
Physiology,Teaching Assistant,Chan,Mark,"University of California, San Francisco",,,,,
Physiology,Teaching Assistant,Daniels,Brian,National Institutes of Health,,,,,
Physiology,Teaching Assistant,Garcia,Hernan,California Institute of Technology,,,,,
Physiology,Teaching Assistant,Hammer,John,National Institutes of Health,,,,,
Physiology,Teaching Assistant,Hansen,Scott,"University of  California, San Francisco",,,,,
Physiology,Teaching Assistant,Ishikawa,Hiro,"University of  California, San Francisco",,,,,
Physiology,Teaching Assistant,Kanchanawong,Pakorn,National Institutes of Health,,,,,
Physiology,Teaching Assistant,Kwiatkowski,Adam,Stanford University,,,,,
Physiology,Teaching Assistant,Lee,Heun,California Institute of Technology,,,,,
Physiology,Teaching Assistant,Lin,Keng-hui,Academia Sinica,,,,,
Physiology,Teaching Assistant,Lomakin,Alexis,Harvard University,,,,,
Physiology,Teaching Assistant,Loncarek,Jadranka,Wadsworth Center,,,,,
Physiology,Teaching Assistant,Magidson,Valentin,Wadsworth Center,,,,,
Physiology,Teaching Assistant,Nunez,Daniel,Harvard Medical School,,,,,
Physiology,Teaching Assistant,Plotnikov,Sergey,NIH/National Heart Lung Blood Institute,,,,,
Physiology,Teaching Assistant,Polka,Jessica,"University of California, San Francisco",,,,,
Physiology,Teaching Assistant,Rounsevell,Ross,"University California, Berkeley",,,,,
Physiology,Teaching Assistant,Schmid,Eva,"University California, Berkeley",,,,,
Physiology,Teaching Assistant,Sengupta,Prabuddha,National Institute of Health,,,,,
Physiology,Teaching Assistant,Shin,William,National Institutes of Health,,,,,
Physiology,Teaching Assistant,Sivaramakrishnan,Sivaraj,Stanford University,,,,,
Physiology,Teaching Assistant,Stachowiak,Jeanne,Sandia National Laboratories,,,,,
Physiology,Teaching Assistant,Tsai,Feng-Chiao,Stanford University School of Medicine,,,,,
Physiology,Teaching Assistant,Ursell,Tristan,Stanford University,,,,,
Physiology,Teaching Assistant,Van Valen,David,California Institute of Technology,,,,,
Physiology,Teaching Assistant,Wiggins,Paul,Whitehead Institute,,,,,
Physiology,Teaching Assistant,Wilson,Korey,National High Magnetic Field Laboratory,,,,,
Physiology,Teaching Assistant,Wollman,Roy,Stanford University,,,,,
Physiology,Teaching Assistant,Wu,Xufeng,National Institutes of Health,,,,,
Physiology,Course Assistant,Keyes,Madeline,Wheaton College,,,,,
Physiology,Course Assistant,Manguso,Robert,Wheaton College,,,,,
Physiology,Course Assistant,Sedney,Luke,N/A,,,,,
Physiology,Student,Alvarado,Jose,FOM-Instituut AMOLF,,,,,
Physiology,Student,Anupama H.L.,,National Centre for Biological Sciences,,,,,
Physiology,Student,Barlan,Kari,Northwestern University,,,,,
Physiology,Student,Bienkowska,Dominika,Research Institute of Molecular Pathology,,,,,
Physiology,Student,Bisaria,Namita,Stanford University,,,,,
Physiology,Student,Camarillo,David,"Hansen Medical, Inc.",,,,,
Physiology,Student,Cristo,Ines,Instituto Gulbenkian de Ciencia,,,,,
Physiology,Student,DeBerg,Hannah,University of Illinois at Urbana-Champaign,,,,,
Physiology,Student,Eun,Ye Jin,University of Wisconsin-Madison,,,,,
Physiology,Student,Fernandes,Vilaiwan,McGill University,,,,,
Physiology,Student,Good,Matthew,"University of California, San Francisco",,,,,
Physiology,Student,Jones,Daniel,California Institute of Technology,,,,,
Physiology,Student,Lin,Yihan,University of Chicago,,,,,
Physiology,Student,Lindeboom,Jelmer,Wageningen University,,,,,
Physiology,Student,Manor,Uri,National Institutes of Health,,,,,
Physiology,Student,Mchedlishvili,Nunu,Swiss Federal Institute of Technology Zurich,,,,,
Physiology,Student,Montenegro Gouveia,Susana,Erasmus Medical Center,,,,,
Physiology,Student,Muenster,Stefan,Max Planck Institute for the Science of Light,,,,,
Physiology,Student,Nowotarski,Stephanie,University of North Carolina at Chapel Hill,,,,,
Physiology,Student,Pierce,Nathan,California Institute of Technology,,,,,
Physiology,Student,Robinson-Mosher,Avi,Stanford University,,,,,
Physiology,Student,Silkworth,William,Virginia Polytechnic Institute & State University,,,,,
Physiology,Student,Sosa,"Ramiro (""Thomas"")",The University of Texas at Austin,,,,,
Physiology,Student,Vafabakhsh,Reza,University of Illinois at Urbana-Champaign,,,,,
Physiology,Student,Vogel,Sven,Dresden University of Technology,,,,,
Physiology,Student,Weaver,Lesley,Indiana University-Bloomington,,,,,
Physiology,Student,Zhu,Xuejun,Peking University,,,,,
Analytical and Quantitative Light Microscopy,Course Director,Sluder,Greenfield,University of Massachusetts Medical School,,,May 5-14,,
Analytical and Quantitative Light Microscopy,Course Director,Swedlow,Jason,University of Dundee,,,,,
Analytical and Quantitative Light Microscopy,Course Director,Wolf,David,Radiation Monitoring Devices,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Cameron,Lisa,Dana Farber Cancer Institute,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Cardullo,Richard,"University of California, Riverside",,,,,
Analytical and Quantitative Light Microscopy,Faculty,Dempsey,Graham,Harvard University,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Heintzmann,Rainer,Institute of Photonic Technology,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Hill,Emma,The Rockefeller University Press,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Hinchcliffe,Edward,University of Minnesota,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Jaqaman,Khuloud,Harvard Medical School,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Moomaw,Butch,Hamamatsu Photonics,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Murray,John,University of Pennsylvania,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Mycek,Mary-Ann,University of Michigan,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Salmon,Edward (Ted),University of North Carolina at Chapel Hill,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Shaw,Sidney,Indiana University,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Vaughan,Joshua,Harvard University,,,,,
Analytical and Quantitative Light Microscopy,Faculty,Waters,Jennifer,Harvard Medical School,,,,,
Analytical and Quantitative Light Microscopy,Lecturer,Inoue,Shinya,Marine Biological Laboratory,,,,,
Analytical and Quantitative Light Microscopy,Lecturer,Douthwright,Stephen,University of Massachusetts Medical School,,,,,
Analytical and Quantitative Light Microscopy,Lecturer,Krzywicka-Racka,Anna,University of Massachusetts Medical School,,,,,
Analytical and Quantitative Light Microscopy,Course Coordinator,Salmon,Wendy,Harvard Medical School,,,,,
Analytical and Quantitative Light Microscopy,Student,Armstrong,Brian,"Beckman Research Institute, City of Hope",,,,,
Analytical and Quantitative Light Microscopy,Student,Aubyn,Deborah,Cancer Research UK London,,,,,
Analytical and Quantitative Light Microscopy,Student,Bagonis,Maria,Harvard University,,,,,
Analytical and Quantitative Light Microscopy,Student,Baughman,Jennifer,Harvard Medical School,,,,,
Analytical and Quantitative Light Microscopy,Student,Bellido Martin,Dolores,Beth Israel Deaconess Medical Center,,,,,
Analytical and Quantitative Light Microscopy,Student,Canman,Julie,Columbia University,,,,,
Analytical and Quantitative Light Microscopy,Student,Chen,Di,Buck Institute for Age Research,,,,,
Analytical and Quantitative Light Microscopy,Student,Clausen,Mathias,University of Southern Denmark,,,,,
Analytical and Quantitative Light Microscopy,Student,Cole,Nelson,NIH/National Heart Lung Blood Institute,,,,,
Analytical and Quantitative Light Microscopy,Student,Dahlseid,Jeffrey,Gustavus Adolphus College,,,,,
Analytical and Quantitative Light Microscopy,Student,Dreier,Jes,University of Southern Denmark,,,,,
Analytical and Quantitative Light Microscopy,Student,Dumitriu,Dani,Mount Sinai School of Medicine,,,,,
Analytical and Quantitative Light Microscopy,Student,Ferguson,Angelica,Ecole Polytechnique Federale de Lausanne,,,,,
Analytical and Quantitative Light Microscopy,Student,Ferrand,Alexia,University of Dundee,,,,,
Analytical and Quantitative Light Microscopy,Student,Fleming,Robert,The Roslin Institute,,,,,
Analytical and Quantitative Light Microscopy,Student,Guse,Annika,Stanford University School of Medicine,,,,,
Analytical and Quantitative Light Microscopy,Student,Hwang,Yu-Chen,"University of California, Santa Cruz",,,,,
Analytical and Quantitative Light Microscopy,Student,Kirchmaier,Ann,Purdue University,,,,,
Analytical and Quantitative Light Microscopy,Student,Laughlin,Ryan,Horiba Scientific,,,,,
Analytical and Quantitative Light Microscopy,Student,Loo,Li Shen,Institute of Molecular and Cell Biology,,,,,
Analytical and Quantitative Light Microscopy,Student,Mateo,Zenon,Texas A&M University,,,,,
Analytical and Quantitative Light Microscopy,Student,Morse,Philo,Paricle Sciences Incorporated,,,,,
Analytical and Quantitative Light Microscopy,Student,Peck,Sebastian,"University of California, San Francisco",,,,,
Analytical and Quantitative Light Microscopy,Student,Rosenberg,Joshua,Boston College,,,,,
Analytical and Quantitative Light Microscopy,Student,Salipante,Paul,Dartmouth College Thayer School of Engineering,,,,,
Analytical and Quantitative Light Microscopy,Student,Sousa,Frederico,Federal University of Paraiba,,,,,
Analytical and Quantitative Light Microscopy,Student,Sousa,Alioscka,National Institutes of Health,,,,,
Analytical and Quantitative Light Microscopy,Student,Sporsheim,Bjornar,Norwegian University of Science and Technology,,,,,
Analytical and Quantitative Light Microscopy,Student,Talisman,Tijana,NIH/ National Institute of Child Health and Human Development,,,,,
Analytical and Quantitative Light Microscopy,Student,Titus,Margaret,University of Minnesota,,,,,
Analytical and Quantitative Light Microscopy,Student,Welburn,Julie,Whitehead Institute for Biomedical Research,,,,,
Analytical and Quantitative Light Microscopy,Student,Winkelbauer,Marlene,University of Alabama at Birmingham,,,,,
Analytical and Quantitative Light Microscopy,Student,Yan,Tong,National University of Singapore,,,,,
BioMedical Informatics I,Course Director,Cimino,James,National Institutes of Health,,,May 30-June 6,,
BioMedical Informatics I,Course Director,Mitchell,Joyce,University of Utah,,,,,
BioMedical Informatics I,Faculty,Ackerman,Michael,National Library of Medicine,,,,,
BioMedical Informatics I,Faculty,Ash,Joan,Oregon Health & Science University,,,,,
BioMedical Informatics I,Faculty,Canese,Kathi,National Library of Medicine,,,,,
BioMedical Informatics I,Faculty,Friedman,Charles,Department of Health & Human Services,,,,,
BioMedical Informatics I,Faculty,Hammond,William,Duke University,,,,,
BioMedical Informatics I,Faculty,Johnson,Kevin,Vanderbilt University,,,,,
BioMedical Informatics I,Faculty,Kingsland,Lawrence,National Library of Medicine (Ret.),,,,,
BioMedical Informatics I,Faculty,Lindberg,Donald,National Library of Medicine,,,,,
BioMedical Informatics I,Faculty,McCray,Alexa,Harvard Medical School,,,,,
BioMedical Informatics I,Faculty,Phillips,Steven,National Library of Medicine,,,,,
BioMedical Informatics I,Faculty,Rocha,Roberto,"Partners HealthCare System, Inc.",,,,,
BioMedical Informatics I,Faculty,Staes,Catherine,University of Utah,,,,,
BioMedical Informatics I,Teaching Assistant,Pakiam,Jennifer,National Library of Medicine,,,,,
BioMedical Informatics I,Student,Aas,Endre,Innlandet Hospital Trust,,,,,
BioMedical Informatics I,Student,Araujo,Marco,InterMeds & Advanced Pain Management,,,,,
BioMedical Informatics I,Student,Badman,Suzanne,Syracuse University,,,,,
BioMedical Informatics I,Student,Blevins,Amy,East Carolina University,,,,,
BioMedical Informatics I,Student,Bock,Kevin,North Shore Long Island Jewish Health System,,,,,
BioMedical Informatics I,Student,Bushhousen,Ellie,University of Florida,,,,,
BioMedical Informatics I,Student,Conigliaro,Joseph,University of Kentucky,,,,,
BioMedical Informatics I,Student,Cowger,John,Lake Region State College,,,,,
BioMedical Informatics I,Student,Dickson,Lynette,University of North Dakota School of Medicine,,,,,
BioMedical Informatics I,Student,Diop,Angela,"Unity Health Care, Inc.",,,,,
BioMedical Informatics I,Student,Gavino,Alex,University of the Philippines Manila,,,,,
BioMedical Informatics I,Student,Henderson,Margaret,Virginia Commonwealth University,,,,,
BioMedical Informatics I,Student,Howse,David,University of Arizona,,,,,
BioMedical Informatics I,Student,Jewell,Sarah,Memorial Sloan Kettering Cancer Center,,,,,
BioMedical Informatics I,Student,Johnson,Keisha,Health Resources and Service Administration/ Office of Health Information Technology,,,,,
BioMedical Informatics I,Student,Knapp,Philip,Boston University Medical Center,,,,,
BioMedical Informatics I,Student,Knapp,Maureen,Louisiana State University Health Sciences Center,,,,,
BioMedical Informatics I,Student,Kuebler,Frances,East Boston Neighborhood Health Center,,,,,
BioMedical Informatics I,Student,Larsen,Kevin,Hennepin County Medical Center,,,,,
BioMedical Informatics I,Student,Littleford,Judith,University of Manitoba,,,,,
BioMedical Informatics I,Student,MacEachern,Mark,University of Michigan,,,,,
BioMedical Informatics I,Student,Marvel,Elizabeth,Marcus Autism Center,,,,,
BioMedical Informatics I,Student,Molanphy,Emily,New York University,,,,,
BioMedical Informatics I,Student,Munyaburanga,Christian,"Rwanda Development Board, Information Technology",,,,,
BioMedical Informatics I,Student,Parker-Johnson,KiTani,Xavier University of Louisiana,,,,,
BioMedical Informatics I,Student,Perijoc,Mihaela,Inpatient Physician Associates,,,,,
BioMedical Informatics I,Student,Shereff,Denise,University of South Florida College of Medicine,,,,,
BioMedical Informatics I,Student,Steinberg,Ryan,Stanford University,,,,,
BioMedical Informatics I,Student,Ullmann,Daniel,Pacific University of Oregon,,,,,
BioMedical Informatics I,Student,Walvoord,Charlene,Louisiana State University Health Sciences Center,,,,,
BioMedical Informatics II,Course Director,Cimino,James,National Institutes of Health,,,September 19-26,,
