Course Name,Role,Last Name,First Name,Affiliation,Location,Position at Affiliation,Notes,,
Molecular Mycology,Teaching Assistant,Solis,Norma,LA Biomed,,,,,
Molecular Mycology,Teaching Assistant,Walker,Louise,University of Aberdeen,,,,,
Molecular Mycology,Course Coordinator,Edwards,Carol,Harbor UCLA Medical Center,,,,,
Molecular Mycology,Course Coordinator,Rafkin,Wendy,Harbor UCLA Medical Center,,,,,
Molecular Mycology,Student,Carlisle,Patricia,"University of Texas Health Science Center, San Antonio",,,,,
Molecular Mycology,Student,Carmen,John,University of Wisconsin-Madison,,,,,
Molecular Mycology,Student,Castillo,Luis,University of Aberdeen,,,,,
Molecular Mycology,Student,Desnos-Ollivier,Marie,Institut Pasteur,,,,,
Molecular Mycology,Student,Fairn,Gregory,Hospital for Sick Children,,,,,
Molecular Mycology,Student,Feretzaki,Marianna,Duke University,,,,,
Molecular Mycology,Student,Garcia-Rodas,Rocio,National Centre for Microbiology,,,,,
Molecular Mycology,Student,Garcia-Solache,Monica,Albert Einstein College of Medicine,,,,,
Molecular Mycology,Student,Gilmore,Sarah,"University of California, San Francisco",,,,,
Molecular Mycology,Student,Grahl,Nora,Montana State University,,,,,
Molecular Mycology,Student,Hardison,Sarah,University of Texas at San Antonio,,,,,
Molecular Mycology,Student,Linden,Jennifer,Brown University,,,,,
Molecular Mycology,Student,O'Meara,Teresa,Duke University,,,,,
Molecular Mycology,Student,Orta Zavalza,Emmanuel,Instituto Potosino de Investigacion Cientifica y Tecnologica,,,,,
Molecular Mycology,Student,Salles Dias,Marcos,Sao Paulo University,,,,,
Molecular Mycology,Student,Srikanta,Deepa,Washington University School of Medicine,,,,,
Molecular Mycology,Student,Yano,Junko,LSU Health Sciences Center - New Orleans,,,,,
Molecular Mycology,Student,Zekert,Nadine,Karlsruhe Institute of Technolgy,,,,,
Neuroinformatics,Course Director,Kleinfeld,David,"University of California, San Diego",,,August 14-29,,
Neuroinformatics,Course Director,Mitra,Partha,Cold Spring Harbor Laboratory,,,,,
Neuroinformatics,Faculty,Ahammad,Parvez,"Janelia Farm Research Campus, Howard Hughes Medical Institute",,,,,
Neuroinformatics,Faculty,Barbas,Helen,Boston University,,,,,
Neuroinformatics,Faculty,Belkin,Mikhail,Ohio State University,,,,,
Neuroinformatics,Faculty,Bernard,Amy,Allen Institute for Brain Science,,,,,
Neuroinformatics,Faculty,Bohland,Jason,Boston University,,,,,
Neuroinformatics,Faculty,Bohland,Jason,Boston University,,,,,
Neuroinformatics,Faculty,Bokil,Hemant,Medameterics LLC,,,,,
Neuroinformatics,Faculty,Eden,Uri,Boston University,,,,,
Neuroinformatics,Faculty,Havkin,Gregor,Cold Spring Harbor Laboratory,,,,,
Neuroinformatics,Faculty,Iyengar,Satish,University of Pittsburgh,,,,,
Neuroinformatics,Faculty,Pesaran,Bijan,New York University,,,,,
Neuroinformatics,Faculty,Purpura,Keith,Weill Cornell Medical College,,,,,
Neuroinformatics,Faculty,Richmond,Barry,DHHS/NIH/NIMH,,,,,
Neuroinformatics,Faculty,Rolston,John,Emory University,,,,,
Neuroinformatics,Faculty,Sarma,Sridevi,Johns Hopkins University,,,,,
Neuroinformatics,Faculty,Schiff,Nicholas,Weill Cornell Medical College,,,,,
Neuroinformatics,Faculty,Sornborger,Andrew,University of Georgia,,,,,
Neuroinformatics,Faculty,Victor,Jonathan,Weill Cornell Medical College,,,,,
Neuroinformatics,Faculty,Whitaker,Ross,University of Utah,,,,,
Neuroinformatics,Lecturer,Golani,Ilan,Tel Aviv University,,,,,
Neuroinformatics,Lecturer,Hamalainen,Matti,Massachusetts General Hospital,,,,,
Neuroinformatics,Lecturer,Hill,Daniel,"University of California, San Diego",,,,,
Neuroinformatics,Lecturer,Van Essen,David,Washington University,,,,,
Neuroinformatics,Lecturer,Zikopoulos,Vasileios (Basilis),Boston University,,,,,
Neuroinformatics,Teaching Assistant,Kulkarni,Jayant,Cold Spring Harbor Laboratory,,,,,
Neuroinformatics,Teaching Assistant,Kaye,Alfred,"Salk Institute/University of California, San Diego",,,,,
Neuroinformatics,Course Assistant,Gilmore,Anthony,"University of California, Santa Cruz",,,,,
Neuroinformatics,Student,Ali,Farhan,Harvard University,,,,,
Neuroinformatics,Student,Aparicio,Paul,Massachusetts Institute of Technology,,,,,
Neuroinformatics,Student,Bardin,Jonathan,Weill Cornell Medical College,,,,,
Neuroinformatics,Student,Becker,Nadine,University of Bristol,,,,,
Neuroinformatics,Student,Carrasco,Andres,University of Western Ontario,,,,,
Neuroinformatics,Student,Chen,Zhiping,"University of California, Los Angeles",,,,,
Neuroinformatics,Student,Collins,Lyndsey,University of Connecticut,,,,,
Neuroinformatics,Student,Dehghani,Nima,Centre National de Recherche Scientifique,,,,,
Neuroinformatics,Student,Gao,Xiaojing,Stanford University,,,,,
Neuroinformatics,Student,Goldfine,Andrew,Weill Cornell Medical College,,,,,
Neuroinformatics,Student,Goulet,Julie,Radboud University,,,,,
Neuroinformatics,Student,Graham,Dustin,University of Virginia,,,,,
Neuroinformatics,Student,Grion,Natalia,Scuola Internazionale degli Studi Superiori Avanzati,,,,,
Neuroinformatics,Student,Haufler,Darrell,Rutgers-Newark,,,,,
Neuroinformatics,Student,Hermes,Dora,Rudolf Magnus Institute of Neuroscience,,,,,
Neuroinformatics,Student,Kamrunnahar,Mst,Penn State University,,,,,
Neuroinformatics,Student,Likhtik,Ekaterina,Columbia University,,,,,
Neuroinformatics,Student,Mankin,Emily,"University of California, San Diego",,,,,
Neuroinformatics,Student,Markowitz,Jeffrey,Boston University,,,,,
Neuroinformatics,Student,McMahon,Chantal,Drexel University,,,,,
Neuroinformatics,Student,Romano,Sebastian,Ecole Normale Superieure de Paris,,,,,
Neuroinformatics,Student,Schneider,Eve,Otsuka Maryland Medicinal Laboratory,,,,,
Neuroinformatics,Student,Stolzberg,Daniel,University of Buffalo,,,,,
Neuroinformatics,Student,Takaura,Kana,Tamagawa University,,,,,
Neuroinformatics,Student,Vazquez Zuniga,Yuriria,Universidad Nacional Autonoma de Mexico,,,,,
Neuroinformatics,Student,Zeid,Omar,Boston University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Course Director,Martinez,Joe,"University of Texas, San Antonio",,,June 12-July 10,,
"Summer Program in Neuroscience, Ethics $ Survival",Course Director,Townsel,James,Meharry Medical College,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Achanta,Pragathi,Johns Hopkins University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Berger-Sweeney,Joanne,Wellesley College,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Castaneda,Edward,University of Texas at El Paso,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Dzakpasu,Rhonda,Georgetown University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Etgen,Anne,Albert Einstein College of Medicine,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Fox,Tom,"Harvard University/National University of Singapore",,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Garzon-Muvdi,Tomas,Johns Hopkins University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Hildebrand,John,University of Arizona,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Lisman,John,Brandeis University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Mensinger,Allen,University of Minnesota Duluth,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Nishi,Rae,University of Vermont,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Pate,William,American Psychological Association,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Quinones,Alfredo,Johns Hopkins University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Stuart,Ann,"University of North Carolina, Chapel Hill",,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Trujillo,Keith,"California State University, San Marcos",,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Faculty,Zottoli,Steven,Williams College,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Lecturer,Eisthen,Heather,Michigan State University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Lecturer,Katz,Paul,Georgia State University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Lecturer,Kravitz,Edward,Harvard Medical School,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Lecturer,Sanes,Joshua,Harvard University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Course Coordinator,Winchester,Jeanna,"University of California, Irvine",,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Balasubramanian,Revathi,University of Rochester,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Bell,Genevieve,Florida State University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Fennell,Ashley,Meharry Medical College,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Fontanez-Nuin,Darah,Ponce School of Medicine,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Gamble-George,Joyonna,Meharry Medical College,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Gonzalez-Plaza,Roberto,Indigenous Education Institute,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Jimenez,Mariana,Northwestern University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Keleta,Yonas,University of Texas at San Antonio,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Lecavalier,Denis,Arizona State University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Ochoa,Vanessa,University of Vermont,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Rhoades,Raina,Vanderbilt University,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Riaz,Muhammad Somair,University of Mississippi Medical Center,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Rodriguez-Romaguera,Jose,University of Puerto Rico,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Sepulveda-Orengo,Marian,Ponce School of Medicine,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Torres,Oscar,University of Texas at El Paso,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Walker,Ellen,University of Texas at El Paso,,,,,
"Summer Program in Neuroscience, Ethics $ Survival",Student,Wong,Ling,"University of California, Davis",,,,,
Workshop on Molecular Evolution,Course Director,Cummings,Michael,University of Maryland,,,July 25-August 6,,
Workshop on Molecular Evolution,Faculty,Ayres,Daniel,University of Maryland,,,,,
Workshop on Molecular Evolution,Faculty,Bazinet,Adam,University of Maryland,,,,,
Workshop on Molecular Evolution,Faculty,Beerli,Peter,Florida State University,,,,,
Workshop on Molecular Evolution,Faculty,Bielawski,Joseph,Dalhousie University,,,,,
Workshop on Molecular Evolution,Faculty,Corse,Sarah,University of Virginia,,,,,
Workshop on Molecular Evolution,Faculty,Drummond,Alexei,University of Auckland,,,,,
Workshop on Molecular Evolution,Faculty,Holder,Mark,The University of Kansas,,,,,
Workshop on Molecular Evolution,Faculty,Kuhner,Mary,University of Washington,,,,,
Workshop on Molecular Evolution,Faculty,Lewis,Paul,University of Connecticut,,,,,
Workshop on Molecular Evolution,Faculty,Meyer,Axel,"University of Konstanz, Germany",,,,,
Workshop on Molecular Evolution,Faculty,Pearson,William,University of Virginia,,,,,
Workshop on Molecular Evolution,Faculty,Rokas,Antonis,Vanderbilt University,,,,,
Workshop on Molecular Evolution,Faculty,Ronquist,Fredrik,Swedish Museum of Natural History,,,,,
Workshop on Molecular Evolution,Faculty,Shaw,Kerry,Cornell University,,,,,
Workshop on Molecular Evolution,Faculty,Swofford,David,Duke University,,,,,
Workshop on Molecular Evolution,Faculty,Turner,Paul,Yale University,,,,,
Workshop on Molecular Evolution,Faculty,Yoder,Anne,Duke University,,,,,
Workshop on Molecular Evolution,Faculty,Yokoyama,Shozo,Emory University,,,,,
Workshop on Molecular Evolution,Faculty,Zwickl,Derrick,University of Kansas,,,,,
Workshop on Molecular Evolution,Teaching Assistant,Horton,Natalie,Bangor University,,,,,
Workshop on Molecular Evolution,Teaching Assistant,Lellis,Renata,FIOCRUZ,,,,,
Workshop on Molecular Evolution,Teaching Assistant,Mousseau,Tonya,University of Calgary,,,,,
Workshop on Molecular Evolution,Teaching Assistant,Zapata,Felipe,"University of California, Berkeley",,,,,
Workshop on Molecular Evolution,Student,Bacon,Christine,Colorado State University,,,,,
Workshop on Molecular Evolution,Student,Barton,Michael,Northern Kentucky University,,,,,
Workshop on Molecular Evolution,Student,Bastos,Armanda,University of Pretoria,,,,,
Workshop on Molecular Evolution,Student,Bendall,Matthew,Brigham Young University,,,,,
Workshop on Molecular Evolution,Student,Bensch,Staffan,Lund University,,,,,
Workshop on Molecular Evolution,Student,Binet,Rachel,U.S. Food and Drug Administration,,,,,
Workshop on Molecular Evolution,Student,Brannock,Pamela,"University of South Carolina, Columbia",,,,,
Workshop on Molecular Evolution,Student,Brites,Daniela,University of Basel,,,,,
Workshop on Molecular Evolution,Student,Calvente,Alice,Universidade de Sao Paulo,,,,,
Workshop on Molecular Evolution,Student,Castro,Lyda,Universidad del Magdalena,,,,,
Workshop on Molecular Evolution,Student,Castro Nallar,Eduardo,Brigham Young University,,,,,
Workshop on Molecular Evolution,Student,Duchene,Sebastian,Universidad de los Andes,,,,,
Workshop on Molecular Evolution,Student,Duncan,Rebecca,University of Miami,,,,,
Workshop on Molecular Evolution,Student,Endara,Lorena,University of Florida,,,,,
Workshop on Molecular Evolution,Student,Escalera,Marina,Universidad Nacional Autonoma de Mexico,,,,,
Workshop on Molecular Evolution,Student,Ferreira,Renata,Federal University of Sao Paulo,,,,,
Workshop on Molecular Evolution,Student,Frary,Anne,Izmir Institute of Technology,,,,,
Workshop on Molecular Evolution,Student,Frary,Amy,Mount Holyoke College,,,,,
Workshop on Molecular Evolution,Student,Gabriel,Scott,Viterbo University,,,,,
Workshop on Molecular Evolution,Student,Gomes,Gabriela,Instituto Gulbenkian de Ciencia,,,,,
Workshop on Molecular Evolution,Student,Gomez Cabrera,Maria,University of Queensland,,,,,
Workshop on Molecular Evolution,Student,Gomez,Sergio,Universidad de los Andes,,,,,
Workshop on Molecular Evolution,Student,Goodman,Kari,"University of California, Berkeley",,,,,
Workshop on Molecular Evolution,Student,Grajales,Alejandro,Richard Gilder Graduate School at the American Museum of Natural History,,,,,
Workshop on Molecular Evolution,Student,Heffer,Alison,"University of Maryland, College Park",,,,,
Workshop on Molecular Evolution,Student,Hoffmann,Luisa,Federal University of Rio de Janeiro,,,,,
Workshop on Molecular Evolution,Student,Huang,Austin,Brown University,,,,,
Workshop on Molecular Evolution,Student,Jarett,Jessica,University of New Hampshire,,,,,
Workshop on Molecular Evolution,Student,Johansson,Jenny,Linnaeus University,,,,,
Workshop on Molecular Evolution,Student,Kamath,Pauline,"University of California, Berkeley",,,,,
Workshop on Molecular Evolution,Student,Kitchen,James,The University of Warwick,,,,,
Workshop on Molecular Evolution,Student,Lassance,Jean-Marc,Lund University,,,,,
Workshop on Molecular Evolution,Student,Loaiza,Jose,New York State Department of Health,,,,,
Workshop on Molecular Evolution,Student,Majaneva,Markus,University of Helsinki,,,,,
Workshop on Molecular Evolution,Student,Marques,Fernando,University of Sao Paulo,,,,,
Workshop on Molecular Evolution,Student,Michonneau,Francois,University of Florida,,,,,
Workshop on Molecular Evolution,Student,Montinelli,Vanessa,Federal University of Rio de Janeiro,,,,,
Workshop on Molecular Evolution,Student,Moreno Leirana,Marta,New York State Department of Health,,,,,
Workshop on Molecular Evolution,Student,Murdock,Duncan,University of Bristol,,,,,
Workshop on Molecular Evolution,Student,Nelson,Leigh,Commonwealth Scientific and Industrial Research Organization,,,,,
Workshop on Molecular Evolution,Student,Parker,Kenneth,Old Dominion University,,,,,
Workshop on Molecular Evolution,Student,Piaggio,Antoinette,USDA National Wildlife Research Center,,,,,
Workshop on Molecular Evolution,Student,Poelstra,Jelmer,Uppsala University,,,,,
Workshop on Molecular Evolution,Student,Ramachandran,Sohini,Brown University,,,,,
Workshop on Molecular Evolution,Student,Ratnakumar,Abhirami,Uppsala University,,,,,
Workshop on Molecular Evolution,Student,Ronsted,Nina,University of Copenhagen,,,,,
Workshop on Molecular Evolution,Student,Scotch,Matthew,Yale University,,,,,
Workshop on Molecular Evolution,Student,Seetharam,Arun,Indiana State University,,,,,
Workshop on Molecular Evolution,Student,Silva,Maria Jos?,Instituto Butantan,,,,,
Workshop on Molecular Evolution,Student,Ssemwanga,Deogratius,MRC/UVRI Uganda Research Unit on AIDS,,,,,
Workshop on Molecular Evolution,Student,Stervander,Martin,Lund University,,,,,
Workshop on Molecular Evolution,Student,Strzala,Tomasz,Wroclaw University of Environmental and Life Sciences,,,,,
Workshop on Molecular Evolution,Student,Talavera,Gerard,Institute of Evolutionary Biology (CSIC-UPF),,,,,
Workshop on Molecular Evolution,Student,Tellez,Ricardo,Universidad de los Andes,,,,,
Workshop on Molecular Evolution,Student,Tirumalai,Madhan,University of Houston,,,,,
Workshop on Molecular Evolution,Student,Zaspel,Jennifer,University of Minnesota,,,,,
Workshop on Molecular Evolution,Student,Zheng,Qi,U.S. Centers for Disease Control and Prevention,,,,,
Zebrafish Development & Genetics,Course Director,Granato,Michael,University of Pennsylvania School of Medicine,,,August 8-22,,
Zebrafish Development & Genetics,Course Director,Raible,David,University of Washington,,,,,
Zebrafish Development & Genetics,Faculty,Chien,Chi-Bin,University of Utah,,,,,
Zebrafish Development & Genetics,Faculty,Collazo,Andres,House Ear Institute,,,,,
Zebrafish Development & Genetics,Faculty,Durchanek   (Walker),Rose,University of Oregon,,,,,
Zebrafish Development & Genetics,Faculty,Fadool,James,Florida State University,,,,,
Zebrafish Development & Genetics,Faculty,Fetcho,Joseph,Cornell University,,,,,
Zebrafish Development & Genetics,Faculty,Houart,Corinne,King's College London,,,,,
Zebrafish Development & Genetics,Faculty,Karlstrom,Rolf,University of Massachusetts,,,,,
Zebrafish Development & Genetics,Faculty,Kimmel,Charles,University of Oregon,,,,,
Zebrafish Development & Genetics,Faculty,Moens,Cecilia,Fred Hutchinson Cancer Research Center,,,,,
Zebrafish Development & Genetics,Faculty,Mullins,Mary,University of Pennsylvania School of Medicine,,,,,
Zebrafish Development & Genetics,Faculty,Neuhauss,Stephan,University of Zurich,,,,,
Zebrafish Development & Genetics,Faculty,Peterson,Randall,Harvard Medical School,,,,,
Zebrafish Development & Genetics,Faculty,Raz,Erez,University of Muenster,,,,,
Zebrafish Development & Genetics,Faculty,Schier,Alexander,Harvard University,,,,,
Zebrafish Development & Genetics,Faculty,Talbot,William,Stanford University,,,,,
Zebrafish Development & Genetics,Faculty,Wilson,Stephen,University College London,,,,,
Zebrafish Development & Genetics,Faculty,Woods,Ian,Harvard University,,,,,
Zebrafish Development & Genetics,Lecturer,Dowling,John,Harvard University,,,,,
Zebrafish Development & Genetics,Lecturer,Otsuna,Hideo,University of Utah,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Folgueira,Monica,University College London,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Hailey,Dale,University of Washington,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Hashiguchi,Megumi,University of Pennsylvania,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Jain,Roshan,University of Pennsylvania,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Kardash,Elena,University Clinics Muenster,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Kimmel,Reida,University of Oregon,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Kokel,David,Massachusetts General Hospital,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Koyama,Minoru,Cornell University,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Placinta,Mike,"University of Massachusetts, Amherst",,,,,
Zebrafish Development & Genetics,Teaching Assistant,Riley,Michael,Cornell University,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Shen,Meng-Chieh,"University of Massachusetts, Amherst",,,,,
Zebrafish Development & Genetics,Teaching Assistant,Stacher Horndli,Cornelia,University of Utah,,,,,
Zebrafish Development & Genetics,Teaching Assistant,van Ham,Tjakko,Massachusetts General Hospital/Harvard University,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Walsh,Gregory,Fred Hutchinson Cancer Research Center,,,,,
Zebrafish Development & Genetics,Teaching Assistant,Wolman,Marc,University of Pennsylvania,,,,,
Zebrafish Development & Genetics,Course Coordinator,Cerveny,Kara,University College London,,,,,
Zebrafish Development & Genetics,Course Coordinator,Schumacher Tucker,Jennifer,Cincinnati Children's Hospital,,,,,
Zebrafish Development & Genetics,Course Assistant,Freeman,April,University of Oregon,,,,,
Zebrafish Development & Genetics,Course Assistant,Stewart-Swift,Caitlin,Tufts University School of Dental Medicine,,,,,
Zebrafish Development & Genetics,Course Assistant,Walsh,Meghan,Marine Biological Laboratory,,,,,
Zebrafish Development & Genetics,Student,Adams,Meghan,Massachusetts General Hospital/Harvard University,,,,,
Zebrafish Development & Genetics,Student,Brachmann,Isabel,University of Heidelberg,,,,,
Zebrafish Development & Genetics,Student,Breton,Ghislain,"University of California, San Diego",,,,,
Zebrafish Development & Genetics,Student,Chan,Sherine,Medical University of South Carolina,,,,,
Zebrafish Development & Genetics,Student,Crow-Sanchez,Karen,San Francisco State University,,,,,
Zebrafish Development & Genetics,Student,Das,Bhaskar,Albert Einstein College of Medicine,,,,,
Zebrafish Development & Genetics,Student,Dennis,Megan,University of Washington,,,,,
Zebrafish Development & Genetics,Student,Dutko,James,"University of Pennsylvania, School of Medicine",,,,,
Zebrafish Development & Genetics,Student,Fior,Rita,Instituto de Medicina Molecular,,,,,
Zebrafish Development & Genetics,Student,Gagnon,James,Brown University,,,,,
Zebrafish Development & Genetics,Student,Green,Amelia,Harvard Medical School,,,,,
Zebrafish Development & Genetics,Student,Grove,Charlotte,Albert Einstein College of Medicine,,,,,
Zebrafish Development & Genetics,Student,Karsi,Attila,Mississippi State University,,,,,
Zebrafish Development & Genetics,Student,Keller,Philipp,Howard Hughes Medical Institute,,,,,
Zebrafish Development & Genetics,Student,Kwon,Ronald,La Jolla Bioengineering Institute,,,,,
Zebrafish Development & Genetics,Student,Leung,Kin Mei,Medical Research Council,,,,,
Zebrafish Development & Genetics,Student,Lugo,Joaquin,Baylor University,,,,,
Zebrafish Development & Genetics,Student,Malkinson,Guy,The Weizmann Institute of Science,,,,,
Zebrafish Development & Genetics,Student,Murdoch,Fern,Edgewood College,,,,,
Zebrafish Development & Genetics,Student,Peterson,Samuel,Purdue University,,,,,
Zebrafish Development & Genetics,Student,Siksou,Lea,Institut National de la Sante et de la Recherche Medicale,,,,,
Zebrafish Development & Genetics,Student,Zarelli,Valeria,NIH/ National Institute of Child Health and Human Development,,,,,
