Institution,Institution URI
Lewis Institute,http://history.archives.mbl.edu/concepts/institution/b04350b9-a942-43dc-8233-7e64c4e5d020
Brigham And Womens Hospital,http://history.archives.mbl.edu/concepts/institution/d5cc7ca9-47e0-4602-9b97-88b8bde433d8
Loyola Medical School,http://history.archives.mbl.edu/concepts/institution/9bab4725-5a29-45cd-91c9-fedab701271c
Bristol Myers Squibb,http://history.archives.mbl.edu/concepts/institution/253d138a-c42a-4f78-b6fd-f4b722b910ef
West Chester Area School District,http://history.archives.mbl.edu/concepts/institution/f2e6da63-87e8-407e-94bd-b807baf41b39
Dupont Company,http://history.archives.mbl.edu/concepts/institution/5e18a49f-5e9e-4b76-8955-3a2b02ecab1d
Goddard Institute For Space Studies,http://history.archives.mbl.edu/concepts/institution/49c48742-453e-44ae-bc3e-b6a8882783e1
Bellevue Medical School,http://history.archives.mbl.edu/concepts/institution/87c76eb0-69bc-431a-8246-bec16f7086cf
St Johns University,http://history.archives.mbl.edu/concepts/institution/2a235880-5490-49ea-83cf-3bfa27b08f46
Yokogawa Electric Corp,http://history.archives.mbl.edu/concepts/institution/9480820e-24dc-4d49-aa0c-1d22b7bd7c5f
Instituto De Investigaciones Biomedicas Universidad Nacional Autonoma De Mexico,http://history.archives.mbl.edu/concepts/institution/98c1b9d6-ffa0-4e0d-9531-f22ee657b6c6
Phillips Exeter Academy,http://history.archives.mbl.edu/concepts/institution/818e4cfd-9498-4862-bd7b-e40490d2c046
Baker University,http://history.archives.mbl.edu/concepts/institution/ec99a1a4-cad5-41bc-b279-8c3988642fd0
Azi Corporation,http://history.archives.mbl.edu/concepts/institution/67b4c4f2-39b4-4998-9960-06296140601f
Connecticut State College,http://history.archives.mbl.edu/concepts/institution/ebeb6927-79c6-4aaf-b4ff-b8144db5732a
Johns Hopkins Bloomberg School Of Public Health,http://history.archives.mbl.edu/concepts/institution/7ec93b62-032b-49bf-87c2-65c00feb0384
Frontiers Fund,http://history.archives.mbl.edu/concepts/institution/477f4caf-a469-47f2-ab72-1c1fc3c8d2e9
Womans Medical College Of New York Infimary,http://history.archives.mbl.edu/concepts/institution/beb22705-e416-488e-9eed-43298ce548b7
Heinrich Heine University,http://history.archives.mbl.edu/concepts/institution/3ddd5427-3cc3-4689-9593-fd47bae1c856
Childrens Memorial Hospital,http://history.archives.mbl.edu/concepts/institution/d17df730-6c06-4b22-a43f-b292328395db
Gifu Pharmaceutical University,http://history.archives.mbl.edu/concepts/institution/71d1b7d2-c742-418c-b2b5-19bb6701c9fd
Hannaway Associates,http://history.archives.mbl.edu/concepts/institution/c7f6bb24-4a2b-4af1-a6cb-9a3995cf463a
Dartmouth Medical School,http://history.archives.mbl.edu/concepts/institution/a38cff62-72e0-43ce-a2f3-ea49e751473d
University Of Kansas Medical School,http://history.archives.mbl.edu/concepts/institution/82094b62-6486-4481-be36-c4f4d55986bc
San Mateo Medical Center,http://history.archives.mbl.edu/concepts/institution/f9b38e45-4117-4041-92bc-3f911060c5d5
Bellevue Medical College,http://history.archives.mbl.edu/concepts/institution/b30771c6-0a82-4ce9-beeb-3b38a344eac4
College Of St Catherine,http://history.archives.mbl.edu/concepts/institution/547d2043-5c6a-4a48-8a27-f82ee83d0d39
Louisiana State Univ Health Sciences Center,http://history.archives.mbl.edu/concepts/institution/50159adb-8f23-433c-b32b-796401f74cdb
Aaas,http://history.archives.mbl.edu/concepts/institution/f1a8ab8f-912d-41ef-b767-f7be7d37d688
University Of Science And Technology Of China,http://history.archives.mbl.edu/concepts/institution/63d86672-570b-45c6-977c-5fedbe841a41
Hebrew Unisvesrity,http://history.archives.mbl.edu/concepts/institution/2e99484b-456c-421c-bbe2-5e231d7ef8ec
Hartley Botanical Laboratories University Of Liverpool,http://history.archives.mbl.edu/concepts/institution/20769530-845f-4a86-8067-2b2ec3e4c576
Lake Laboratory,http://history.archives.mbl.edu/concepts/institution/cbc8ad2a-d013-4a92-a082-53811051d19b
Department Of Biochemistry St Louis University,http://history.archives.mbl.edu/concepts/institution/f8cc36c0-b8b5-4e96-8a6e-c631c40f7320
University Of Washington Seattle,http://history.archives.mbl.edu/concepts/institution/63074e11-f4d9-4434-b5a1-b6e503a4f55c
California Institute For Regenerative Medicine,http://history.archives.mbl.edu/concepts/institution/dc10e704-b459-4e10-bc36-e7110a615663
Oklahoma State University,http://history.archives.mbl.edu/concepts/institution/e232dfbb-504f-4705-a223-b76518f2affc
Burnham Institute For Medical Research,http://history.archives.mbl.edu/concepts/institution/d762745f-b7ea-4d70-bb69-d61ba342c9e9
Suny Health Science Center At Syracuse,http://history.archives.mbl.edu/concepts/institution/b3d46392-fae9-48a5-873d-f08f4a64c663
University Of California Santa Cruz,http://history.archives.mbl.edu/concepts/institution/4f1efa56-21e6-492e-a73e-595a5c7ce5fc
Welseyan University,http://history.archives.mbl.edu/concepts/institution/ea00f8d4-fb26-4436-83a2-5c9891b36c36
National Institute Of Immunology,http://history.archives.mbl.edu/concepts/institution/997b6289-c25f-4511-950a-189954059773
Wistar Institute,http://history.archives.mbl.edu/concepts/institution/3fb18d53-326e-44cb-b035-3f902849bc73
Australian National University,http://history.archives.mbl.edu/concepts/institution/f21b662e-8261-42b2-b78b-ef19eb3425d7
University La Sapienza Of Rome,http://history.archives.mbl.edu/concepts/institution/19dcebd3-0128-452a-81d3-5c18b157e2c3
Us Environmental Protection Agency,http://history.archives.mbl.edu/concepts/institution/fd0757fa-8d16-4315-a0b9-a4c279374e8d
Universidad De La Republica,http://history.archives.mbl.edu/concepts/institution/b5d9c050-fc1a-4c2c-bd41-6038d6b768e7
Universite Claude Bernard,http://history.archives.mbl.edu/concepts/institution/9ac0d103-6fdd-4618-8fe8-cfb73a2ee5ef
Moscor Agricultural Academy,http://history.archives.mbl.edu/concepts/institution/6ab1f659-eaea-48fc-861d-99f21ae2d407
St Marys Institute,http://history.archives.mbl.edu/concepts/institution/0367e6c6-f9d7-47cf-8330-8e835b81a052
Riken Brain Science Institute,http://history.archives.mbl.edu/concepts/institution/353fcb2f-cec1-4033-a302-78a86b822ace
Max Planck Institute Gottingen,http://history.archives.mbl.edu/concepts/institution/2b30f5c9-13fe-4380-9695-eb9b6c9d38b7
University Of Michigan,http://history.archives.mbl.edu/concepts/institution/9ab8448e-ad43-4b10-92f0-1205b3f53416
University Of Virginia X000Bschool Of Medicine,http://history.archives.mbl.edu/concepts/institution/6855254a-2190-4afa-80f9-42adbeacf021
University Of Hamburg,http://history.archives.mbl.edu/concepts/institution/836427da-6de9-4ac4-b413-ae110ae4b27f
New Hampshire Conference Seminary And Female College,http://history.archives.mbl.edu/concepts/institution/e3c73e2d-c2a9-400f-951e-5ae4778bc686
Hospital For Joint Diseases,http://history.archives.mbl.edu/concepts/institution/fc18a660-468a-4f45-98c8-3b9903677322
Academy Of Sciences Of Lithuania,http://history.archives.mbl.edu/concepts/institution/6f846a0d-0993-4c55-ba37-5fac9910924e
Plum Island Animal Disease Center,http://history.archives.mbl.edu/concepts/institution/28ece439-763f-4998-b1ee-850ae46f923d
Vanderbilt Ingram Cancer Center,http://history.archives.mbl.edu/concepts/institution/4a052a20-d3f2-4540-a6d6-292f8745dda5
Kellogg Eye Center,http://history.archives.mbl.edu/concepts/institution/635a2cde-70c7-406c-a649-2d8eaa53db0f
Crc Institute,http://history.archives.mbl.edu/concepts/institution/8d31c9ba-557d-4d27-b497-4d6a9a3cb6ce
New England Medical Center,http://history.archives.mbl.edu/concepts/institution/161a3499-3549-4714-9d6b-d6d016c97652
Weequahic High School,http://history.archives.mbl.edu/concepts/institution/b633385c-56d5-40a8-967f-3472fe68df28
Salsbury Laboratories Inc,http://history.archives.mbl.edu/concepts/institution/4d05aab6-ee2a-41b5-9463-b2edd79d87b1
New England Biolabs Inc,http://history.archives.mbl.edu/concepts/institution/6b46901d-e662-4aca-9bb9-1dc2c7e19ab4
Audubon Center For Research Of Endangered Species,http://history.archives.mbl.edu/concepts/institution/f5518612-d106-4416-a4e5-4c6eef95b5a9
Lebanon Va Medical Center,http://history.archives.mbl.edu/concepts/institution/62d75764-b6b9-4d08-a8c3-4d77edd56d54
Government Institute For Infectious Diseases,http://history.archives.mbl.edu/concepts/institution/cbd163fd-34fb-4809-b6ce-a58fcadd195e
Morehouse School Of Medicine,http://history.archives.mbl.edu/concepts/institution/61d5f00d-371e-41b8-86e8-a4c5529e98d4
City University Of New York City College,http://history.archives.mbl.edu/concepts/institution/b3e66e1d-4eb3-46b4-8f2a-00faefdb54e0
Technical University Munich,http://history.archives.mbl.edu/concepts/institution/697991cc-a651-4ccc-bda1-4ad4416e83ab
University Of California Medical Center San Francisco,http://history.archives.mbl.edu/concepts/institution/88de2203-4bc8-4c48-b4fd-adb391428f9c
Detroit Eastern High School,http://history.archives.mbl.edu/concepts/institution/578c859c-9c24-4315-9eaa-491a34fd21a8
Pacific Sciences Institute,http://history.archives.mbl.edu/concepts/institution/20325dc6-2fac-40a2-9609-08bc50803cf8
University Of Texas Southwestern Dallas,http://history.archives.mbl.edu/concepts/institution/8aab971d-c5e7-42c5-af6c-c04a9d90af61
New York State Psychiatric Institute,http://history.archives.mbl.edu/concepts/institution/76aad4f4-552f-45b6-b4ba-e45ddec122f1
Carlsberg Laboratorium,http://history.archives.mbl.edu/concepts/institution/98d56868-0837-4869-b545-118ee7ce8665
St Xavier College,http://history.archives.mbl.edu/concepts/institution/6742b66c-215a-4642-9458-77946d51c5c6
Roche Institute,http://history.archives.mbl.edu/concepts/institution/46436338-4d75-406b-97e9-925b5aaabbc1
Cukurova University,http://history.archives.mbl.edu/concepts/institution/d3520943-1c98-4536-b797-286fa081f98d
Louis Pasteur University,http://history.archives.mbl.edu/concepts/institution/25b52f20-f080-4d07-9c53-d80b2bb408b5
Ben Gurion University X000Bisrael,http://history.archives.mbl.edu/concepts/institution/5e34b903-bca4-4746-bf86-16e19253017f
Nec Research Institute Inc,http://history.archives.mbl.edu/concepts/institution/a727e349-384c-4554-86bd-6830be259c19
University Of Texas Southwestern Medical School,http://history.archives.mbl.edu/concepts/institution/ac6472a1-1d1c-4bb0-a203-ef52ef7a2167
American Chemical Society,http://history.archives.mbl.edu/concepts/institution/b5667324-c1f0-4dfc-9fe0-0ab0d30a8bf9
Carnegie Institution For Science,http://history.archives.mbl.edu/concepts/institution/b3de9b92-fc67-414c-b011-7681ca879ce3
East Side High School,http://history.archives.mbl.edu/concepts/institution/0371081b-b74b-459a-b515-24495bd52237
Natural History Museum Of Los Angeles County,http://history.archives.mbl.edu/concepts/institution/2be370b6-eef1-4435-a942-b0d649073916
Swiss Federal Institute,http://history.archives.mbl.edu/concepts/institution/67c5fd93-fe08-4196-a7dd-9ce2b0772f67
Dept Of Zoology University Of Rochester,http://history.archives.mbl.edu/concepts/institution/5ec0ceaf-ac9e-4f3c-8299-5fac66c2e0d0
Gran Mariscal De Ayacucho,http://history.archives.mbl.edu/concepts/institution/4e3610b8-7bcc-46ce-b5ee-bd921fedcdad
New York State Institute For Study Of Malignant Diseases,http://history.archives.mbl.edu/concepts/institution/8dfb07cf-5d74-4cbc-aaa2-031a375f313a
Memorial University College,http://history.archives.mbl.edu/concepts/institution/75d1218d-570f-46b4-9f78-700e03485880
Emory University Medical School,http://history.archives.mbl.edu/concepts/institution/e9f54da9-2551-41f6-8ea7-4e562262432d
Instituto De Biologia Y Medicina Experimental,http://history.archives.mbl.edu/concepts/institution/3e3170e8-ed78-4498-9cbb-460056389987
Washington Hospital Center,http://history.archives.mbl.edu/concepts/institution/43f844d6-f0f0-4831-8e8a-19e5ef819a32
Va Medical Center Yale University,http://history.archives.mbl.edu/concepts/institution/1d6872b0-0deb-4e77-8edf-b4d6fe7783ea
Karolinska Hospital,http://history.archives.mbl.edu/concepts/institution/c1a63b3a-ffef-43bd-8f42-fcf8cd39dd1b
Laboratoria De Glycobiologia,http://history.archives.mbl.edu/concepts/institution/0e475403-7478-482c-81f0-7e4cb6fad1b9
Knox School,http://history.archives.mbl.edu/concepts/institution/2eeb7c8f-09a1-4a7a-a37d-83f83804dc76
Interactive Video Systems,http://history.archives.mbl.edu/concepts/institution/859c6727-44f8-4a5d-9370-d1547598add6
Videoscope International Ltd,http://history.archives.mbl.edu/concepts/institution/ca2d7e4e-a1e2-44af-a538-00c51dfbc368
Junior High,http://history.archives.mbl.edu/concepts/institution/382a54f5-9b77-4726-a58f-b8472e1aee07
Mercy Hospital,http://history.archives.mbl.edu/concepts/institution/c1a5f14f-9e3d-4018-af64-6ec1e4bf95ea
Chemical Corps Medical Laboratories,http://history.archives.mbl.edu/concepts/institution/a878719f-b990-4290-a052-8b000d93ddbb
University Of Rochester School Of Medicine And Dentistry,http://history.archives.mbl.edu/concepts/institution/b0e6cbd9-bdf5-48f9-bc13-a0dc2a601678
University Of Rochester Medical Center,http://history.archives.mbl.edu/concepts/institution/763e87d4-ff5b-48ec-873f-a61a5b8c7af5
American College Of Cardiology,http://history.archives.mbl.edu/concepts/institution/04ee6162-3617-4cdc-9ecd-18317329a263
Field Museum,http://history.archives.mbl.edu/concepts/institution/e9f970fb-b3c6-41f6-bd16-df2d6b586fb6
Hong Kong University Of Science And Technology,http://history.archives.mbl.edu/concepts/institution/e44326a2-9895-4815-9ecd-2cc647f1da30
Legacy Research,http://history.archives.mbl.edu/concepts/institution/aa33111e-f14b-4065-96af-b3d662b65957
Southern Illinois University Carbondale,http://history.archives.mbl.edu/concepts/institution/9c096ff8-4560-4702-852e-f37618a4cbfe
University Of New York Upstate Medical Center,http://history.archives.mbl.edu/concepts/institution/68b368ae-4703-4979-927b-23f3ae6d221f
Instituto Investigacion Biomedicas Universidad Nacional Autonoma De Mexico,http://history.archives.mbl.edu/concepts/institution/93cf628f-109e-4e7b-8aa2-cf2987487f5b
Johns Hopkins University Grcf Cell Center,http://history.archives.mbl.edu/concepts/institution/daa53afb-2ecd-4c52-b767-d48664ea720d
Neurobiology Institute,http://history.archives.mbl.edu/concepts/institution/1f9a0118-2bc7-412e-98fe-34e532c02ceb
Gothenberg University,http://history.archives.mbl.edu/concepts/institution/8ea9bf26-46f9-4f42-a9b4-aebc03f09fbb
University Of Maryland Center For Environmental Science,http://history.archives.mbl.edu/concepts/institution/8c26a70a-0e83-4863-bf6f-6afb5ff3fecc
Department Of Botany University Of Connecticut,http://history.archives.mbl.edu/concepts/institution/a1c17a83-ace9-48e6-9afc-5e3c0a316889
University Goettingen,http://history.archives.mbl.edu/concepts/institution/5084b2e8-2e7b-455a-a587-af8308a9c50a
Medical College Of Wisconsin,http://history.archives.mbl.edu/concepts/institution/93703ef8-11ec-46c9-8e85-f3d531726943
Graduate School Harvard University,http://history.archives.mbl.edu/concepts/institution/c3967af0-9d1a-4f1d-ab2d-96f49179c23b
Jefferson Medical College,http://history.archives.mbl.edu/concepts/institution/0e9d9672-3919-46c0-91f1-f106e3b99b79
Tel Aviv University,http://history.archives.mbl.edu/concepts/institution/85e445ee-b579-42d6-8b47-a79bb0ecd17a
National Academy Of Sciences,http://history.archives.mbl.edu/concepts/institution/e10ac778-95c2-48ec-b478-b0965ae702bb
Feinstein Institute For Medical Research,http://history.archives.mbl.edu/concepts/institution/9f1fad28-0c40-46e9-87c8-e49fd07a364c
Princeton College,http://history.archives.mbl.edu/concepts/institution/91fbde6a-b7b2-4a03-b8ee-4d67e0df6110
Dwight Englewood School,http://history.archives.mbl.edu/concepts/institution/eb6995da-2f15-4002-8176-5f7e7ec1e223
West Virginia State College,http://history.archives.mbl.edu/concepts/institution/86a9819c-15df-4b82-9a2f-011bf956944f
Istituto Di Richerche Di Biologia Molecolare,http://history.archives.mbl.edu/concepts/institution/899cc94a-5ff6-4fe6-a35e-537bb8e95cc3
Northern Arizona University,http://history.archives.mbl.edu/concepts/institution/b1e1352c-c113-4e1a-b365-65ee2f5e9ef2
Johns Hopkins Bayview Medical Center,http://history.archives.mbl.edu/concepts/institution/2cf6a3b0-c106-40f4-b9d7-ccca01e98883
Virginia State College,http://history.archives.mbl.edu/concepts/institution/e911defa-2501-44a9-b0f8-c656f26a0e06
Immune Disease Institute,http://history.archives.mbl.edu/concepts/institution/9f5ecb90-31cd-4d92-84b2-39c621c55284
Instituto Ncnal De Enferme Dades Neoplasicas,http://history.archives.mbl.edu/concepts/institution/f1906080-3b45-473b-bbbc-8a32108dad29
Friedrich Miescher Institute For Biomedical Research,http://history.archives.mbl.edu/concepts/institution/c3b2d747-e1d1-4e18-b4f0-748586e2172d
Becton Dickinson Research Center,http://history.archives.mbl.edu/concepts/institution/d4383550-e965-493f-a1c2-20dfab1bb58d
Va Pittsburgh Healthcare System,http://history.archives.mbl.edu/concepts/institution/615d4bc7-5d58-4fc5-90fb-12dfe50baf63
Los Angeles Times,http://history.archives.mbl.edu/concepts/institution/d6e7f0a7-6edf-40fb-ac89-aa1e15e212cc
University Of Wisconsin Medical School,http://history.archives.mbl.edu/concepts/institution/2c16964d-3d0c-4347-a8a2-a5a66deded44
Carlsberg Laboratory,http://history.archives.mbl.edu/concepts/institution/f8c620aa-0714-475a-83c9-34d32bb9815a
University Of North Carolina At Chapel Hill,http://history.archives.mbl.edu/concepts/institution/f94a1344-402a-4858-aa17-e0c2f8c9dc2a
Bellevue Medical Center New York University,http://history.archives.mbl.edu/concepts/institution/2bea8e51-0a54-408f-91d8-21de9913a48c
Molecular Genetics Inc,http://history.archives.mbl.edu/concepts/institution/0cd68a10-fb25-4e25-aabe-e82b75d63fa6
Department Of Biological Sciences Purdue University,http://history.archives.mbl.edu/concepts/institution/8675b815-ac56-4eee-94df-4cf3c264c7de
Kewalo Marine Laboratory University Of Hawaii,http://history.archives.mbl.edu/concepts/institution/e7b946ac-89b1-4f3f-a5d8-f58f6c433f04
Queen Mary College,http://history.archives.mbl.edu/concepts/institution/ef5111f4-cf2a-4cb6-b84d-b22a08029192
Liverpool School,http://history.archives.mbl.edu/concepts/institution/6314ac75-1e00-4145-9c89-11c1ef120528
Tennessee State University,http://history.archives.mbl.edu/concepts/institution/35a42620-629e-4cfa-8c48-466bcbe722de
University Of Nevada Reno,http://history.archives.mbl.edu/concepts/institution/ab9c5d71-9383-41fe-a6b8-984c5c540bf4
University Of Pennsylvania Medical School,http://history.archives.mbl.edu/concepts/institution/62105583-9333-4d30-8a00-5ebdc2017049
Medical Biological Institute,http://history.archives.mbl.edu/concepts/institution/951af85a-1bfc-4a4a-a1a2-ccf82566b774
Washington Square College Ny University,http://history.archives.mbl.edu/concepts/institution/764ddaea-4220-481b-9578-ba20e834814f
Centro De Astrobiologica,http://history.archives.mbl.edu/concepts/institution/c24623a4-54a0-4684-8c3e-7c11c31521aa
Norwegian School Of Veterinary Science,http://history.archives.mbl.edu/concepts/institution/1a12d209-ba88-4269-91ba-76dbe5bac23f
St Mathews,http://history.archives.mbl.edu/concepts/institution/ec68d995-d39c-40a7-b90b-54fdc4f0ed66
Quorum Pharmaceuticals,http://history.archives.mbl.edu/concepts/institution/210de105-0ce8-43e4-8931-dc22923fdf41
Institut Cochin,http://history.archives.mbl.edu/concepts/institution/f6f1f20c-e467-4ef2-91c5-1b040d7cd971
Photometrics Ltd,http://history.archives.mbl.edu/concepts/institution/30083d4f-b97d-4794-b674-df53b8253166
National Aeronautics And Space Adminstration,http://history.archives.mbl.edu/concepts/institution/c9fead0b-13dd-4662-b9c8-538bcb6bd1e9
Italian National Research Council,http://history.archives.mbl.edu/concepts/institution/4d293b71-afb7-4ba8-96d5-f97d7b7f3ee9
Oregon Health Sciences University,http://history.archives.mbl.edu/concepts/institution/f097d7fe-4609-4dec-ba5d-2df2db61891e
Masten Park High School,http://history.archives.mbl.edu/concepts/institution/45d83237-a457-4ac4-a0af-8d43fae39fd7
Instituto Nacional De Investigacao Das Pesca,http://history.archives.mbl.edu/concepts/institution/99800eb9-ada3-4d87-90d6-e3890c055bd2
Agricultural Experiment Station,http://history.archives.mbl.edu/concepts/institution/ea766ae1-5c71-427f-a1af-7313a88fb055
University Of Victoria,http://history.archives.mbl.edu/concepts/institution/8ac5e044-05e8-4001-a45b-64f55d6ae6c9
University Of San Lui Potosi,http://history.archives.mbl.edu/concepts/institution/89767e5e-81a0-4b02-977d-30793cc5ec0d
Nashoba Regional High School,http://history.archives.mbl.edu/concepts/institution/0fd4111a-edd7-46d1-91b1-375cb406acae
Community College Whitstable,http://history.archives.mbl.edu/concepts/institution/6c2efc35-183f-442b-86c9-a1e76034b67f
Coffee Experiment Station,http://history.archives.mbl.edu/concepts/institution/c0441aea-bcb0-4705-a653-21b77a4256ac
Rutgers University Newark,http://history.archives.mbl.edu/concepts/institution/66fd1951-1cf0-4b68-be67-246ad3f61830
Cape Cod Regional Technical High School,http://history.archives.mbl.edu/concepts/institution/68451df5-ebc0-43a3-bbbd-70319a7bdbe3
University Of Arizona,http://history.archives.mbl.edu/concepts/institution/c8e12cfc-a9e1-49bc-9a4a-74cfa7319e3a
San Francisco State University,http://history.archives.mbl.edu/concepts/institution/67dca6db-f606-4469-9b5a-8b36d108a0b5
Harvard Universtiy,http://history.archives.mbl.edu/concepts/institution/7e974031-b07a-4588-8c56-f036ee0c9f85
Ntt Communication Science Labs,http://history.archives.mbl.edu/concepts/institution/7867affc-3660-4aa9-b6f7-e352bb78ceef
College Of Medicine University Of Tennessee,http://history.archives.mbl.edu/concepts/institution/cd12f262-a4ce-4bb8-a639-37ff99e3e061
Stanford Univ School Of Medicine,http://history.archives.mbl.edu/concepts/institution/9d0c7c39-eb4c-4198-9f41-645386443f8c
Allen Institute For Brain Science,http://history.archives.mbl.edu/concepts/institution/07c1c549-7d3f-43d7-912a-b363fef28288
Wayne Public Schools,http://history.archives.mbl.edu/concepts/institution/6aca73b1-7e22-4218-8a2f-65a57341672c
Free University Of Brussels,http://history.archives.mbl.edu/concepts/institution/49e26d5c-e8f8-4c8e-89a4-86e64cd51a83
Stratagene,http://history.archives.mbl.edu/concepts/institution/3013c242-a3c9-4c8b-ad9c-c7a9e20cc789
Norwegian University Of Science And Technology,http://history.archives.mbl.edu/concepts/institution/bfb7b7b1-8403-4734-97df-ab32180d0e0a
Whitney Laboratory,http://history.archives.mbl.edu/concepts/institution/56609002-ec00-45b0-90fd-275273d29836
Institut De Chimie Biologique,http://history.archives.mbl.edu/concepts/institution/913c7c4e-4362-448b-b8e2-f4b70f41629c
Lehigh Valley Hospital And Health Network,http://history.archives.mbl.edu/concepts/institution/dd1526d1-b88f-43f4-9389-983c2fc4816a
Nih,http://history.archives.mbl.edu/concepts/institution/378e95b1-0fe7-46b7-a32c-acfb1876d33e
Rehabilitation Institute Of Chicago,http://history.archives.mbl.edu/concepts/institution/b51c495b-fd72-45a4-b13f-be0928dc3805
Nia,http://history.archives.mbl.edu/concepts/institution/f3695ff1-9b28-42f8-9605-f5fb74fa5c97
University Of Pierre Et Marie Curie,http://history.archives.mbl.edu/concepts/institution/125ac215-6d84-4ce5-94ac-8d814c7a869d
Shanghai Jiao Tong University,http://history.archives.mbl.edu/concepts/institution/060abcb1-2d91-4d29-997e-8a1da9d6cb84
University Of Waterloo,http://history.archives.mbl.edu/concepts/institution/bd500e88-9fa7-4ac5-9be4-b43b209ce60a
Hahnemann Medical Center,http://history.archives.mbl.edu/concepts/institution/25beea24-55f5-4f50-9df0-a99092e5461b
Epm,http://history.archives.mbl.edu/concepts/institution/066e49c9-305c-4f30-aad3-d96f4aae0fe9
Brownell Hall,http://history.archives.mbl.edu/concepts/institution/3f6f7728-471f-42f9-a426-d95b84c732fd
Bedford College,http://history.archives.mbl.edu/concepts/institution/819abb4e-daa7-4923-a68d-947fca95ec53
Zoophysiological Laboratory University Of Copenhagen,http://history.archives.mbl.edu/concepts/institution/7759d88b-d62b-4763-952b-45ea56915230
Ontario College,http://history.archives.mbl.edu/concepts/institution/03c579e3-769d-4d6f-957a-3da619872c25
Great Lakes Environmental Research Laboratory,http://history.archives.mbl.edu/concepts/institution/53810292-7f39-4382-81a0-ec1c427ba653
University Of Kansas Medical Center,http://history.archives.mbl.edu/concepts/institution/2a343ff2-1873-41bd-862d-ef43267bb193
Normandie,http://history.archives.mbl.edu/concepts/institution/a8b774b7-8887-4aa1-958e-05a802878a03
Seoul National University,http://history.archives.mbl.edu/concepts/institution/8cdc8e1a-70c2-4dae-997b-a1b5119bc0e5
Cornell,http://history.archives.mbl.edu/concepts/institution/17e6beb0-04ab-4bc1-a6b3-d58a51623258
Institute For Infectious Diseases Tokio Imperial University,http://history.archives.mbl.edu/concepts/institution/6ee92a37-f984-4c57-8170-33ca373e83b6
John Curtin School Of Medical Research,http://history.archives.mbl.edu/concepts/institution/a6d18425-a756-4b79-ae74-3fed81aa62a2
Central College,http://history.archives.mbl.edu/concepts/institution/825b48a7-653f-4dbe-b318-812a39e48b20
Stony Brook University,http://history.archives.mbl.edu/concepts/institution/5e07c08b-c0ed-4ebc-8719-40a01a19a0f8
Systematics Ecology Program,http://history.archives.mbl.edu/concepts/institution/ce38af94-b269-4a08-88fa-ad9c1b7146f0
Ihpst Victoria College,http://history.archives.mbl.edu/concepts/institution/5095c101-7ba1-44cb-a2de-93efc71186f6
Freelance Producer,http://history.archives.mbl.edu/concepts/institution/9d85bf69-7bad-45ab-b616-5190023ed92c
Cambridge Rindge And Latin School,http://history.archives.mbl.edu/concepts/institution/091d2bbf-84cd-4206-a3bc-4d7b3fe535ff
Department Of Zoology University Of Glasgow,http://history.archives.mbl.edu/concepts/institution/5ff207ef-cbde-4530-98f6-7c920fe4897a
Cas In Marine Biology,http://history.archives.mbl.edu/concepts/institution/84487484-81f9-4d4f-b4cf-81941bb0b049
Wageningen Agricultural University,http://history.archives.mbl.edu/concepts/institution/07a5e6ff-a0b4-4d72-bbd7-3e19fda6fd98
Research Institute Of Molecular Pathology,http://history.archives.mbl.edu/concepts/institution/35c375a6-90d5-4461-b20e-41bcd0dc01ea
Joint Genome Institute,http://history.archives.mbl.edu/concepts/institution/e3537e28-e30f-4c2e-a8d7-503607930edc
Boston University Marine Program,http://history.archives.mbl.edu/concepts/institution/24c76504-95b1-4efc-9dca-0f5dc6567c42
Canisius College,http://history.archives.mbl.edu/concepts/institution/560b60d3-cf75-4bb1-99f4-820c026d75be
Harvard School Of Public Health,http://history.archives.mbl.edu/concepts/institution/fc310faf-9851-4a92-abf5-ab430107b7d6
School Of Hygiene And Public Health Johns Hopkins University,http://history.archives.mbl.edu/concepts/institution/1403071d-696d-4634-a5fd-debf1d272bc2
Mary Imorgene Bassett Hospital,http://history.archives.mbl.edu/concepts/institution/8c3ce479-7233-48f2-8a3d-a14d71e38cd7
Facultad De Ciencias Exactas Y Naturales Universidad De Buenos Aires,http://history.archives.mbl.edu/concepts/institution/2e1cfe6a-da08-4e3b-a807-5865a4724cd5
Colorado Video,http://history.archives.mbl.edu/concepts/institution/330a49ad-b86e-4010-9904-bf9830763de6
Uniformed Services University,http://history.archives.mbl.edu/concepts/institution/0b2cbadd-2842-42b6-bb52-40b99ff57f6e
Madonna University,http://history.archives.mbl.edu/concepts/institution/dab20a32-bf09-4056-92e2-91742c9c73a8
New York State Museum And University,http://history.archives.mbl.edu/concepts/institution/3ed6ce0e-a21e-467b-b53d-52f7394adcc1
Northwestern University Med School,http://history.archives.mbl.edu/concepts/institution/84d79f5b-e2ef-49f5-9c62-8947249f8286
Tufts University Veterinary School,http://history.archives.mbl.edu/concepts/institution/ebb7aa63-d010-404b-98ee-346e919faba0
Cincinnati Childrens Medical Center,http://history.archives.mbl.edu/concepts/institution/adf45687-d374-4857-87a2-3510e1b8a30d
Mary Flager Cary Arboretum,http://history.archives.mbl.edu/concepts/institution/148f94cf-fc0e-4783-9516-9075272193b0
Federal University Of Paraiba,http://history.archives.mbl.edu/concepts/institution/b658aab6-555e-4832-a6b7-b9293653aab6
