Location,Location URI
new york university.,http://history.archives.mbl.edu/concepts/location/0bdf2d1e-34d6-4041-98fc-796ad1103908
"hingham, ma",http://history.archives.mbl.edu/concepts/location/ed14a5c9-b9e2-4a7f-bdc4-813d623ddd82
brooklyn.,http://history.archives.mbl.edu/concepts/location/ee5e2e91-ddb9-48c5-a2e5-e9e7a9ecc6dd
"mill hill, london, england",http://history.archives.mbl.edu/concepts/location/d796796d-17e4-41d8-8b0b-0a8166781968
"1229 carr avenue, memphis, tn",http://history.archives.mbl.edu/concepts/location/8d12a6fa-d823-42a9-9ed8-1b292b1710a5
ntnu,http://history.archives.mbl.edu/concepts/location/b540e101-aec6-454b-a8a7-b08e96a88425
slovak republic,http://history.archives.mbl.edu/concepts/location/176f94c0-f938-4c91-9d24-bb8c5c5d468a
frg,http://history.archives.mbl.edu/concepts/location/2116eac7-40ba-46d7-8c29-26eb3abbb2a0
"rangoon, burma",http://history.archives.mbl.edu/concepts/location/78fae641-fc3b-4c5f-adb2-d76b18e35a5d
"north forest park, baltimore, md",http://history.archives.mbl.edu/concepts/location/c6732296-89ac-41b2-81d6-9133738bfbb0
"naples, italy",http://history.archives.mbl.edu/concepts/location/f3d43439-bb53-4f8f-baed-810204f421fa
"peking, china",http://history.archives.mbl.edu/concepts/location/098f98ba-8497-4f5f-940b-dcaf59f621e5
ceylon.,http://history.archives.mbl.edu/concepts/location/76b45f8e-f5ae-4205-b5d0-6cc7792fffe5
"graz, austria",http://history.archives.mbl.edu/concepts/location/295cca55-dce3-4405-8062-dfa76cd0692a
"eindhoven, netherlands",http://history.archives.mbl.edu/concepts/location/8e1538c5-4653-4bc4-ab2a-42c0677f87b9
"misaki, japan",http://history.archives.mbl.edu/concepts/location/58a0b5b4-aa95-4fdf-a52b-cb31e4dbc85c
"budapest, hungary",http://history.archives.mbl.edu/concepts/location/9b4dc366-2e76-40b8-86cb-5e693a4ec44d
"washington, d. c.",http://history.archives.mbl.edu/concepts/location/0a46407a-14e9-4aac-9221-81e27b97fa89
"tallahassee, fl",http://history.archives.mbl.edu/concepts/location/65f173bc-1f36-4644-a6d6-391710cfeda0
"pisa, italy",http://history.archives.mbl.edu/concepts/location/29a684cc-16c1-44c8-9170-384c854e2aa4
cuny,http://history.archives.mbl.edu/concepts/location/37705464-a437-40a5-b5d8-9b6d19b07c59
"london, u.k.",http://history.archives.mbl.edu/concepts/location/23c160e6-6336-4cd1-8539-d82c5dcb714e
"somerville, ma",http://history.archives.mbl.edu/concepts/location/b2a25d90-7b28-4b88-a114-67316823cd92
"hatfield, ma",http://history.archives.mbl.edu/concepts/location/53f29682-4241-48f0-9cac-db283a350548
"itaca, ny",http://history.archives.mbl.edu/concepts/location/4330d693-d94f-4125-be0a-f2d59094a8c3
"bristol, england",http://history.archives.mbl.edu/concepts/location/bebd46c9-b629-4131-bd92-04de26e2a4ce
"oxford, md",http://history.archives.mbl.edu/concepts/location/3de320c9-e98e-45c0-8dde-0b73f9cb8954
oak ridge,http://history.archives.mbl.edu/concepts/location/0e92e199-9fbf-4a76-a665-5ee3c30b33e6
"torrinton, ct",http://history.archives.mbl.edu/concepts/location/9439c6f4-1b93-4709-bc63-f24d4f723b26
"circleville, oh",http://history.archives.mbl.edu/concepts/location/9f6b3c42-7c89-409f-9dfe-c81c97df16a7
"oxford, ms",http://history.archives.mbl.edu/concepts/location/e9aaaef1-b295-4a7d-8c94-481a16fb8668
"356 second ave., new york, ny",http://history.archives.mbl.edu/concepts/location/578a78ad-8cb5-451e-9608-e8eddff2259e
japan.,http://history.archives.mbl.edu/concepts/location/95f3d8f4-4c30-43a8-9dd9-cfecce9cf79c
"minneapolis, mn",http://history.archives.mbl.edu/concepts/location/dbbe31a3-1c41-4c1d-9310-65c05d11dcf2
mexico,http://history.archives.mbl.edu/concepts/location/5fdeedef-03aa-4995-b355-c4c8d7199776
"middleburg, va",http://history.archives.mbl.edu/concepts/location/7d55846d-edcf-42d9-9fbf-25a2f38fa0c8
roumania.,http://history.archives.mbl.edu/concepts/location/f207c8d1-bc6a-4c38-a253-29d479a5c9eb
il,http://history.archives.mbl.edu/concepts/location/d15ff40e-14fd-4937-a461-e0586e174471
in,http://history.archives.mbl.edu/concepts/location/bcbce346-e467-4021-8d28-c2fe97a21245
seattle,http://history.archives.mbl.edu/concepts/location/a646e6da-745e-400d-9e79-6726d0cb5114
"new britain, ct",http://history.archives.mbl.edu/concepts/location/c7387b6b-83cf-4312-a186-f51b8d34d69d
"chappaqua, ny",http://history.archives.mbl.edu/concepts/location/8b1b7333-1b37-4c11-9e43-c3bd16729aec
"608 mathews avenue, urbana, il",http://history.archives.mbl.edu/concepts/location/57bcaa77-a46d-47e5-a01e-1d241ede3268
"mendoza, argentina",http://history.archives.mbl.edu/concepts/location/807bb97e-2f2f-4063-ac81-c88d2cd88924
nih,http://history.archives.mbl.edu/concepts/location/9d1da84a-c2ed-47fa-ac7b-c6de1dbb4502
"beaver dam, wi",http://history.archives.mbl.edu/concepts/location/f61e1161-627b-4f77-8ab5-07c0f95c620c
"quincy, il",http://history.archives.mbl.edu/concepts/location/c9b15e88-b466-4d0a-8522-7fce0d0cda54
"1300 york ave., new york 21",http://history.archives.mbl.edu/concepts/location/557e811d-b189-46dd-9c7f-4379f48ca288
kansas city,http://history.archives.mbl.edu/concepts/location/1a7f9d22-5d5f-43b6-a31e-1bbda2ff9209
"wellesley, ma",http://history.archives.mbl.edu/concepts/location/aa0b3423-5f04-42bb-9c3c-4050435c2f61
"14 w. 25th street, baltimore, md",http://history.archives.mbl.edu/concepts/location/27238768-4883-415a-b43a-5f1184be6081
"fargo, nd",http://history.archives.mbl.edu/concepts/location/52a18be8-da9f-4322-bc2e-5a5669cc7193
"436 manhattan avenue, new york, ny",http://history.archives.mbl.edu/concepts/location/f0296aed-bb75-4092-92d4-200b6adc700c
vrije university amsterdam,http://history.archives.mbl.edu/concepts/location/7ede8fa9-e600-427e-aec5-505a4b3e1e84
new york city.,http://history.archives.mbl.edu/concepts/location/5a1a0fc1-aaff-4c07-bc87-d98033ba90d4
"marblehead, ma",http://history.archives.mbl.edu/concepts/location/289aa638-06cc-4d6c-94a4-72cf72452907
"exeter, nh",http://history.archives.mbl.edu/concepts/location/eb49f46c-7dc0-4bc2-be72-75668cda38f9
"moores hill, in",http://history.archives.mbl.edu/concepts/location/06bac748-4aaa-4038-b3c4-c0569a4d17d9
"west bridgewater, ma",http://history.archives.mbl.edu/concepts/location/6d0e6c66-3f5f-4dec-81fd-7e9d2af36786
the,http://history.archives.mbl.edu/concepts/location/c9842b97-3c14-49ad-8505-6b9bb45292ac
"98 vinton street, providence, ri",http://history.archives.mbl.edu/concepts/location/e85ec809-2a16-48ff-b071-83b2b91ea5af
"st. bonaventure, ny",http://history.archives.mbl.edu/concepts/location/46cc5b30-ff22-4871-98c7-eda89cb3f4a7
"topsham, me",http://history.archives.mbl.edu/concepts/location/6fe65e1c-1367-486a-9eb4-a39a3a6a04b3
birmingham,http://history.archives.mbl.edu/concepts/location/cd3646c7-629d-4d83-8633-8c4347b77910
germany.,http://history.archives.mbl.edu/concepts/location/f165497a-f918-4026-8598-72fbe42281b0
"ludlow, ma",http://history.archives.mbl.edu/concepts/location/6ddcc5ec-6579-4bda-9b11-409875cf9743
"warren, il",http://history.archives.mbl.edu/concepts/location/94647630-ab40-4763-839c-b1bb134e1f0b
san francisco school of medicine,http://history.archives.mbl.edu/concepts/location/567e75f1-553c-41fd-8280-aa33310b4cab
"259 prospect street, fall river, ma",http://history.archives.mbl.edu/concepts/location/0c5824b9-b6d3-429c-813c-83b2515e7474
boku vienna,http://history.archives.mbl.edu/concepts/location/47f63242-171c-4410-831d-ca8f85ed9d34
"ann arbor, mich",http://history.archives.mbl.edu/concepts/location/baf60229-3c26-46b3-8626-7240384e3ae4
"wheelersburg, scioto county, oh",http://history.archives.mbl.edu/concepts/location/ea46404e-b526-423e-a015-9efa0254702f
"siena, italy",http://history.archives.mbl.edu/concepts/location/e9608bf0-3b22-44a6-aa46-94413d76d3d8
"mount vernon, ny",http://history.archives.mbl.edu/concepts/location/23d9c864-303c-4086-adf6-7f7b2eb0b150
woods hole,http://history.archives.mbl.edu/concepts/location/6b382421-3ec7-41c9-8428-0f1eb1501a10
"waterville, me",http://history.archives.mbl.edu/concepts/location/0759b64f-29bf-4574-bfaa-c855c3e582c3
"london, england",http://history.archives.mbl.edu/concepts/location/eab4c998-ebca-4213-85e9-e5dff74acba4
"reading, ma",http://history.archives.mbl.edu/concepts/location/f0018bab-2409-404d-90d1-ecd64b406d2f
"brunswick, me",http://history.archives.mbl.edu/concepts/location/9c2a563e-1f8c-418e-9260-f9897802096d
"frieburg, germnay",http://history.archives.mbl.edu/concepts/location/38fa022d-8643-49c0-9ed9-3fdb418d5965
"pontiac, mi",http://history.archives.mbl.edu/concepts/location/34e4bb45-8f95-4c6b-a124-dc7c2cb9896b
saint peter's college,http://history.archives.mbl.edu/concepts/location/195e8af6-9cd2-46aa-91b4-d736677a0b24
"manhattan, ny",http://history.archives.mbl.edu/concepts/location/2b6747d9-bd4a-44be-a48a-cdfa974b88b7
san francisco a+- cvri,http://history.archives.mbl.edu/concepts/location/ed64736b-cbf0-4f03-97a9-b15314aef923
"binghamton, ny",http://history.archives.mbl.edu/concepts/location/4032b869-9bc1-43e1-9f53-ef7bf96fdad1
"lake forest, il",http://history.archives.mbl.edu/concepts/location/e4f4dff4-60e9-458e-962b-75f1033b88eb
"niagara falls, canada",http://history.archives.mbl.edu/concepts/location/bc666574-1e75-4afd-8cd3-f560f7135aa9
"131 south 222nd st, philadelphia, pa",http://history.archives.mbl.edu/concepts/location/4802377f-a46f-4a5a-a6ad-9de220b8dab6
"palmer, ma",http://history.archives.mbl.edu/concepts/location/9d089d9e-634e-469d-975f-b9ffe4461f53
"moline, il",http://history.archives.mbl.edu/concepts/location/d8f4deb8-c24f-4d4a-ae01-ae5655b7bc6b
"shiraz, iran",http://history.archives.mbl.edu/concepts/location/4f426291-db90-4669-bc97-5be6863d19d3
"halifax, n.s.",http://history.archives.mbl.edu/concepts/location/3da03a5f-7290-4a11-8727-ac58c80606d3
"denver, co",http://history.archives.mbl.edu/concepts/location/fb9e7319-45a5-48e2-855d-5f4944c0bc90
"86 chestnut st., boston 8, mass",http://history.archives.mbl.edu/concepts/location/294661a5-f2a2-42e8-85e9-8c73c1105623
jersey city,http://history.archives.mbl.edu/concepts/location/048ecb8f-6208-47b7-b4a3-16ce5ac5e675
"78 kaiserin augusta street, berlun n. 10, germany",http://history.archives.mbl.edu/concepts/location/1c8da5f8-571b-4ac7-ad88-65376d90980a
"salem, ma",http://history.archives.mbl.edu/concepts/location/b674cca0-ffda-4447-ab26-f30d8e3030ac
"fox chase, philadelphia",http://history.archives.mbl.edu/concepts/location/41b75682-4b41-4f5a-b25d-71df120d2e01
"santiago, chile",http://history.archives.mbl.edu/concepts/location/4d1cb46a-ad20-43a6-b97f-538bf04da37f
"1000 park ave., new york, ny",http://history.archives.mbl.edu/concepts/location/e7c23cc0-dd53-41ae-8bce-6eca08018234
professor of biology,http://history.archives.mbl.edu/concepts/location/3e41d654-4f94-4372-9e27-20ee492d73f2
"amherst, ma",http://history.archives.mbl.edu/concepts/location/4d8c4ca6-0ef6-40d6-9f2a-c227a2394c8e
"wales, u.k.",http://history.archives.mbl.edu/concepts/location/d3a00312-6e22-4d52-aeab-ca609e61ca93
"national institute of mental health, national institutes of health",http://history.archives.mbl.edu/concepts/location/59dcfb10-04ab-4508-a5b4-3e186894836f
"evergreen, hampden, baltimore, md",http://history.archives.mbl.edu/concepts/location/e58bb8c9-7a34-4786-8c33-361b9542a623
"122 elm st., meriden, ct",http://history.archives.mbl.edu/concepts/location/4d815013-6624-40e8-8cdf-40c709245499
"setauket, ny",http://history.archives.mbl.edu/concepts/location/ef3a04f1-abec-418b-bb96-c2285d184f5e
mbl,http://history.archives.mbl.edu/concepts/location/2edfa9da-f72b-45e4-ba28-122fcebfa11a
"ft. lauderdale, fl",http://history.archives.mbl.edu/concepts/location/8d1a9ef3-2c5a-415a-b912-d385219a167d
"narragansett, ri",http://history.archives.mbl.edu/concepts/location/cd4c6fe1-de5f-4770-a906-547038c812b2
"la crosse, wi",http://history.archives.mbl.edu/concepts/location/d0bf5dad-5ffa-4b31-bdbd-25ac11319a62
"quissett, ma",http://history.archives.mbl.edu/concepts/location/55e74413-8597-4a79-90be-feaa7c194a77
ussr,http://history.archives.mbl.edu/concepts/location/9c990391-fc66-4fa4-982a-2d42d5085fbe
"la porte, in",http://history.archives.mbl.edu/concepts/location/63609da0-1213-441a-9f1f-62d3ee60878c
jena,http://history.archives.mbl.edu/concepts/location/02819089-5d43-4064-9e8d-f432f4d7cf16
"northampton, mass",http://history.archives.mbl.edu/concepts/location/958c490b-56c8-4d14-916b-1b6512c599f8
"new canaan, ct",http://history.archives.mbl.edu/concepts/location/1aa4b840-d247-41e3-bdb1-4c4b8a2e560a
"middletown, conn",http://history.archives.mbl.edu/concepts/location/f8bef19e-b947-4d1e-89b3-803128e7d1c9
"moscow, ussr",http://history.archives.mbl.edu/concepts/location/1ae3d90a-583b-43f7-ba18-c8a242b5764a
"peoria, il",http://history.archives.mbl.edu/concepts/location/314fa40a-0492-47b3-9440-6094272dec14
"aquamundo, peru",http://history.archives.mbl.edu/concepts/location/39d431c7-9f8c-4826-b11d-a1a167bf84df
new jersey,http://history.archives.mbl.edu/concepts/location/da7ee696-b873-4064-b6cf-56c70d6cd9e8
"vermillion, sd",http://history.archives.mbl.edu/concepts/location/047f1d30-65df-4ee6-9d89-9843a8163fa1
"nashua, nh",http://history.archives.mbl.edu/concepts/location/96415d9c-1d03-4231-a4d6-6cc718467964
austrai,http://history.archives.mbl.edu/concepts/location/36f18653-a95a-402d-a3cd-902cd73abb30
bloomington,http://history.archives.mbl.edu/concepts/location/3a810b14-f15b-4b9f-ad21-24a2032c5e1a
south korea,http://history.archives.mbl.edu/concepts/location/457373fc-9aa8-40e7-bcfc-2eb2f37c70d3
institute of medical research,http://history.archives.mbl.edu/concepts/location/fa12ba6f-c3a0-4f68-a02e-2a6a61f8def0
"utrecht, netherlands",http://history.archives.mbl.edu/concepts/location/2b30477d-2a5f-40e7-87dd-7c20ca04bbc3
mcgill university,http://history.archives.mbl.edu/concepts/location/37f0b8ff-e97a-4fe1-b804-07b079a19367
"upper montclair, nj",http://history.archives.mbl.edu/concepts/location/b67bc955-d6fc-40ca-a87d-c32e21192172
santa barabra,http://history.archives.mbl.edu/concepts/location/574bec48-61f9-4123-b937-3d883a8b04fd
"charlottesville, va",http://history.archives.mbl.edu/concepts/location/b0c36690-3aba-4b5f-9d73-f18a263d645a
"rio de janeiro, brasil",http://history.archives.mbl.edu/concepts/location/178a9790-4a54-41c4-8d0d-68b7fa4665da
"black rock avenue, unionport, new york, ny",http://history.archives.mbl.edu/concepts/location/323c1780-9a35-4a2d-8ba2-eff5170cd513
"sorbonne, paris, france",http://history.archives.mbl.edu/concepts/location/74bb0018-2d3b-4ca5-a45a-b9e967ce02aa
"4876 shrebrooke street, montreal, canada",http://history.archives.mbl.edu/concepts/location/a88e4475-8869-4e40-a25b-f4dd7c731964
"forest hills, boston, ma",http://history.archives.mbl.edu/concepts/location/c16887b3-469a-448e-9529-4c67cfc90e26
"alberta, canada",http://history.archives.mbl.edu/concepts/location/e5adbcf7-349e-4275-9453-54af24cf0fc2
"pittsburgh, pa",http://history.archives.mbl.edu/concepts/location/e0794ab3-e814-4970-8a5d-1d5b0201b064
"eugene, or",http://history.archives.mbl.edu/concepts/location/f615e689-fd13-4387-85f3-2cc8944508ae
medical branch,http://history.archives.mbl.edu/concepts/location/b03d1f9b-d5e6-46a4-ab58-4ee65f345148
tucson,http://history.archives.mbl.edu/concepts/location/a0b98f7e-5031-4e8e-85e6-25f104eaf3c5
"rio de janeiro, brazil",http://history.archives.mbl.edu/concepts/location/68cfab07-79c3-42cd-9c42-d567815110c5
"moultrie avenue, dorchester, ma",http://history.archives.mbl.edu/concepts/location/1b8eaac3-05f8-48d7-88ce-0238fe18d69c
san marcos,http://history.archives.mbl.edu/concepts/location/63a8065a-dc41-402e-85e0-30d56519bc08
"306 clifton ave, newark nj",http://history.archives.mbl.edu/concepts/location/8f98ebcc-3d0a-4c2f-8cb6-c6100f8775b3
marburg,http://history.archives.mbl.edu/concepts/location/c4634aa4-474e-48f9-969f-e42efeca0755
estonia,http://history.archives.mbl.edu/concepts/location/3728ca1d-b247-49c0-bacf-bf1471c007bd
"roxbury, ma",http://history.archives.mbl.edu/concepts/location/cce6ab6a-7cf9-46d8-9367-b905e7ae5f45
"hamilton, canada",http://history.archives.mbl.edu/concepts/location/6d8027ed-7733-4721-8046-08a2a4a1ee34
"lund, sweden",http://history.archives.mbl.edu/concepts/location/03a9abae-838d-4d7e-9824-23c9abb8037e
nh,http://history.archives.mbl.edu/concepts/location/e8354c6e-cbfa-4913-856a-9cf4720df100
nj,http://history.archives.mbl.edu/concepts/location/fc962e1c-ed86-49db-876f-1ecb85cc76f0
"fallsington, pa",http://history.archives.mbl.edu/concepts/location/5d36eda8-ce80-4560-a1c7-11e81c0ac9e8
"auburndale, ma",http://history.archives.mbl.edu/concepts/location/210e07d9-9b0f-41b5-a402-4ab735f8990d
south africa,http://history.archives.mbl.edu/concepts/location/105a32d6-690d-4e1a-ab8d-cf7eb172ff2b
nc,http://history.archives.mbl.edu/concepts/location/3a5f5206-a592-4653-8a15-bda4a5e6d10e
"191 broad street, red bank, ny",http://history.archives.mbl.edu/concepts/location/49d990b8-0c9d-4b44-bc3e-ec3040f0ab7b
"framingham, ma",http://history.archives.mbl.edu/concepts/location/06614bb6-3bc8-427b-a84c-4d7a84bfd3ec
ny,http://history.archives.mbl.edu/concepts/location/2a1b22d4-0736-4dea-bb5c-b7f954063931
naples italy,http://history.archives.mbl.edu/concepts/location/8c030149-aee5-4353-b057-a67d4175f0fb
"bethesda, md",http://history.archives.mbl.edu/concepts/location/78ac80d2-d698-4893-a89f-79433450e6c3
san antonio,http://history.archives.mbl.edu/concepts/location/cab6ebb1-2532-4a41-be5d-68c4f092b7ae
"south hadley, mass.",http://history.archives.mbl.edu/concepts/location/299928fc-1f65-4b7c-8f5d-9de87c63d415
"sherborn, ma",http://history.archives.mbl.edu/concepts/location/f810b481-5bf4-4fbb-b229-56db4ed18f3d
massachusetts general hospital,http://history.archives.mbl.edu/concepts/location/9787e460-cb47-4415-b15d-0f19a1f0d693
"lawrence, ma",http://history.archives.mbl.edu/concepts/location/1734816a-cce2-4f5a-aaec-49dae2000070
"3732 heidelberg, detroit, mi",http://history.archives.mbl.edu/concepts/location/031a1125-7c7e-45af-beb3-7fa225d853a8
"preto, brazil",http://history.archives.mbl.edu/concepts/location/a7df1c14-9491-40ff-865a-06fbb659e6e3
"plymouth, mass",http://history.archives.mbl.edu/concepts/location/06bdd852-298f-4080-a3f7-5d2007a9abf9
the city university of new vork,http://history.archives.mbl.edu/concepts/location/1325fccf-2272-4e60-a531-00c2d6e2711b
upstate medical center,http://history.archives.mbl.edu/concepts/location/cbc0844f-936d-45a8-9cb0-95ff16dfecc0
"louisville, ky",http://history.archives.mbl.edu/concepts/location/0800448e-ff0e-4e3d-bb0c-ca8c84b2df77
"brussels, belgium",http://history.archives.mbl.edu/concepts/location/bb0cb44b-1d2b-4fc1-958b-00ed9b6ffcdc
"stockholm, sweden",http://history.archives.mbl.edu/concepts/location/3e5dc062-08de-4740-b778-c38604859972
"catawissa, pa",http://history.archives.mbl.edu/concepts/location/a6b1a763-836b-4817-92dd-094b46afd21b
cincinnati,http://history.archives.mbl.edu/concepts/location/4e323808-9bbf-4bc4-94dc-1aeef159c410
"copenhagen, denmark",http://history.archives.mbl.edu/concepts/location/3290e8bb-f9ef-4f0b-9234-d9de5eadbfce
"clarkson, ny",http://history.archives.mbl.edu/concepts/location/418d3b84-7d95-4b64-b1ef-5a93b91a6333
llc,http://history.archives.mbl.edu/concepts/location/1c4ad57c-bd06-4894-8180-1d805250bcb1
"knowville, tn",http://history.archives.mbl.edu/concepts/location/3e53353f-64f3-4eeb-af54-294978155f4c
east weymouth,http://history.archives.mbl.edu/concepts/location/bcc80eb0-48b4-4a40-a3eb-5c552f7eecbd
"milwaukee, wi",http://history.archives.mbl.edu/concepts/location/12b27498-b630-4df7-9bb5-5daf35ee1bed
national institutes of l-lealth,http://history.archives.mbl.edu/concepts/location/b924ac4e-2d46-4cd1-b7a6-372b4f5fadee
dartmouth,http://history.archives.mbl.edu/concepts/location/6ee5e02d-2fed-480f-8efc-3e8fd496af0e
"1114 avenue of the americas, new york, ny 10036",http://history.archives.mbl.edu/concepts/location/b601aa84-879a-44c1-851d-6add3f729063
"14 still st., brookline, ma",http://history.archives.mbl.edu/concepts/location/8603c8a9-581c-4196-bee6-9604e48ccc19
"300 court st., portsmouth, va",http://history.archives.mbl.edu/concepts/location/c743e8b9-b80c-4596-a938-9aa66c910e8d
"orange, nj",http://history.archives.mbl.edu/concepts/location/a6546960-5e1a-4ab9-9214-081e53eea173
"19 orlando ave., arlington, ma 02174",http://history.archives.mbl.edu/concepts/location/564d3cab-cc59-499f-8e6e-4314b7475297
"paris, france",http://history.archives.mbl.edu/concepts/location/a26cae0e-91e5-4bb7-8031-37c730854055
"137 main street, andover, ma",http://history.archives.mbl.edu/concepts/location/b1c55097-41a9-4eb5-9601-421f8b8b70e1
philippines,http://history.archives.mbl.edu/concepts/location/d00bdd99-c42a-428b-8e21-2a42adbda128
"so. hadley, ma",http://history.archives.mbl.edu/concepts/location/c292e6b7-a00e-4020-abca-4914ddd0fd50
hawaii,http://history.archives.mbl.edu/concepts/location/09f2b120-8d9a-4ef1-b1f6-5abf69731e52
"elat, israel",http://history.archives.mbl.edu/concepts/location/3704392c-a1a5-473d-8f62-03d319ad051f
"baldwin, ks",http://history.archives.mbl.edu/concepts/location/889fee89-e69c-42b4-8c11-f56c21a35ba2
"13 highland avenue, auburn, me",http://history.archives.mbl.edu/concepts/location/8bcdb9fd-2a15-4583-9ef5-8297be69fc8b
"madison, nj",http://history.archives.mbl.edu/concepts/location/a1790266-8de7-4314-a226-af9207e96f4e
"stanford, ca",http://history.archives.mbl.edu/concepts/location/5b23d7ab-08a2-4ee2-bfb7-522320089719
"hartland, vt",http://history.archives.mbl.edu/concepts/location/fa0fd61f-614e-401f-9ac3-72315aa0b6ae
feinberg school of medicine,http://history.archives.mbl.edu/concepts/location/5c98233d-f16d-47d3-9e38-0944916c8a2d
"water mill, ny",http://history.archives.mbl.edu/concepts/location/176ced66-ff64-4995-bdb5-141dff496d78
"washinton, d.c.",http://history.archives.mbl.edu/concepts/location/5af9a63f-3987-4472-8c7e-c68329c64443
"ft. worth, tx",http://history.archives.mbl.edu/concepts/location/58ec09af-1bda-4f52-bfb1-1d0e615d7e46
"falls church, va",http://history.archives.mbl.edu/concepts/location/c2c0e7f8-4109-4e69-b2aa-052aad17e7c2
virgin islands,http://history.archives.mbl.edu/concepts/location/d51fb481-08fa-4d19-9ca2-10035d37542a
"61 anderson st., boston, ma",http://history.archives.mbl.edu/concepts/location/88ff1e82-2526-4eb4-979e-a8fc8ab1a9ce
syracuse university,http://history.archives.mbl.edu/concepts/location/1b9d188a-08f5-4d61-a0c3-47732109c424
"142 e. 62nd street, new york, ny",http://history.archives.mbl.edu/concepts/location/e885f936-4bb7-44fc-9b93-4ac837d2bcc1
"university, nd",http://history.archives.mbl.edu/concepts/location/3cb2b13b-61f4-408d-b93d-65de430cbb9a
"vineland, nj",http://history.archives.mbl.edu/concepts/location/c7b26ae0-8127-4561-a170-a6937c946851
"sorbonne, paris",http://history.archives.mbl.edu/concepts/location/c8e1c9df-0817-45d6-a56e-d5e907abb52b
"huntington, ny",http://history.archives.mbl.edu/concepts/location/d620bdf8-97f6-4442-b2f2-86645b49d475
"moodus, ct",http://history.archives.mbl.edu/concepts/location/49abf9a7-0e6d-4696-bc0f-19e2b90ead86
"116 south new street, bethlehem, pa",http://history.archives.mbl.edu/concepts/location/6743a498-ad11-4169-a149-e1e1fe32fc4c
great britain,http://history.archives.mbl.edu/concepts/location/57f92633-458d-45ed-9f2c-d69583db1a8b
"saarstrabe 21, mainz, germany",http://history.archives.mbl.edu/concepts/location/523bd7a9-05ab-4e71-a855-f4f168c5b5a7
"705 joy street, pittsburgh, pa",http://history.archives.mbl.edu/concepts/location/f7d0fc38-1332-4395-ba3e-3a0af0353c50
montreal,http://history.archives.mbl.edu/concepts/location/a17ed555-c803-4fca-89c1-ec2a05fe7c93
"sud, orsay, france",http://history.archives.mbl.edu/concepts/location/db9b0484-5387-4d9a-9777-776ad91d177f
retired,http://history.archives.mbl.edu/concepts/location/ed13c93a-6596-4308-8189-1cd0501c2a07
"edgewood arsenal, md",http://history.archives.mbl.edu/concepts/location/8f60f91b-bee0-46a3-ae4e-f2f4f677227f
"stamford, ct",http://history.archives.mbl.edu/concepts/location/a80db739-3d08-4e24-a87f-cfd7d90dc11c
"university heights, new york city, ny",http://history.archives.mbl.edu/concepts/location/e2492faa-3ed1-479a-afb8-b68163f4eb12
"413 west front street, plainfield, nj",http://history.archives.mbl.edu/concepts/location/3e568578-3f47-4f2e-9818-f2bd9bcb8cfc
"838 riverside drive, new york, ny",http://history.archives.mbl.edu/concepts/location/2b7bfa1e-9884-47e9-a0cc-6f10be8b7742
"182 e. college street, oberlin, oh",http://history.archives.mbl.edu/concepts/location/6babe195-79c0-43a5-b974-f9eb78ca0c25
athens,http://history.archives.mbl.edu/concepts/location/b49771df-2dc6-4b49-98e3-3ba0575c63e0
france,http://history.archives.mbl.edu/concepts/location/f36402ca-6b5f-4643-bdd1-fe36f8fc12e0
"wusih, kiangsu, china",http://history.archives.mbl.edu/concepts/location/9f3e077a-2bd3-4a20-b3b1-a78b062fd5d2
swizerland,http://history.archives.mbl.edu/concepts/location/aed7bf37-0db0-40e3-a41f-462e4ac19b80
peru,http://history.archives.mbl.edu/concepts/location/ac66f147-9089-4325-b4cb-7785e68e19f7
georgia regents university,http://history.archives.mbl.edu/concepts/location/dd2d129e-a99b-4e6d-afc1-448cb6d2941d
"fort wayne, in",http://history.archives.mbl.edu/concepts/location/a954a8d8-9d1b-4349-9cf8-9397f1b021ea
"marysville, oh",http://history.archives.mbl.edu/concepts/location/3d949407-52b9-4967-a878-5b2f765c79c2
"valley falls, ri",http://history.archives.mbl.edu/concepts/location/b496862e-10c0-4017-82d4-54cfa03f35a1
rehovot,http://history.archives.mbl.edu/concepts/location/49fb7d46-91ac-487f-8c89-eb97c8dfa983
"san juan, peurto rico",http://history.archives.mbl.edu/concepts/location/4c07afdb-2e3a-4670-bd2b-31653e1d5057
school of medicine at syracuse,http://history.archives.mbl.edu/concepts/location/5887ec7a-eabf-4c1a-8929-6f5f925c8a00
"734 prospect avenue, hartford, ct",http://history.archives.mbl.edu/concepts/location/9a6b0a48-2bfb-4de3-b967-394c43ee03a3
"ventnoe city, nj",http://history.archives.mbl.edu/concepts/location/9cce72b2-cf7b-4767-81ff-e86da6bec8ce
"ontario, ca",http://history.archives.mbl.edu/concepts/location/010234e6-55d3-4c35-b18b-c0d87af90e27
tokyo,http://history.archives.mbl.edu/concepts/location/2863d407-ab3f-45ee-a3ff-251016f5963b
the new,http://history.archives.mbl.edu/concepts/location/518e63de-be1a-45d6-86ea-dd1732edd627
"598 e, 167th street, new york, ny",http://history.archives.mbl.edu/concepts/location/ceeead6b-e92f-4940-b598-e97254fdc9d7
"new brunswick, nj",http://history.archives.mbl.edu/concepts/location/71501e8a-9576-4fe8-9231-f9c4d3bf1ef8
"4539 jackson boulevard, chicago, il",http://history.archives.mbl.edu/concepts/location/f35893e1-8a7b-43de-9568-d76a7dea1459
