Last Name,Person URI,First Name,Role,Year,Subject
Malone,http://history.archives.mbl.edu/concepts/person/8c979a75-dca7-47be-9338-524d4372c4af,Edward F,,1923,
Martin,http://history.archives.mbl.edu/concepts/person/7bafc632-e6f5-4310-b397-4a5fe6a5fb47,Earl A,,1923,
Mast,http://history.archives.mbl.edu/concepts/person/a3a61171-5c74-4004-afcb-3c8b38e64776,Samuel Ottmar,,1923,
Mayor,http://history.archives.mbl.edu/concepts/person/03b1f1d1-cdd9-4f6a-a268-53b5c7dc9943,James W,,1923,
Metcalf,http://history.archives.mbl.edu/concepts/person/38d4feb8-725a-4440-9e73-4be1f671808a,Maynard Mayo,,1923,
Metz,http://history.archives.mbl.edu/concepts/person/b3e949d9-ee15-4bd0-bac8-29bb7aa09f8b,Charles W,,1923,
Miner,http://history.archives.mbl.edu/concepts/person/f9807d75-41af-410e-a0eb-070d66e106ab,Roy W,,1923,
Minnich,http://history.archives.mbl.edu/concepts/person/214ddc4d-ffab-4daf-92e3-909c8cac3953,Dwight E,,1923,
Morgan,http://history.archives.mbl.edu/concepts/person/ac5553c1-b6a6-41cd-bb44-a08ababd7180,Thomas Hunt,,1923,
Morgan,http://history.archives.mbl.edu/concepts/person/21f60ab3-a3c6-41cb-acf8-feef1ded2e77,Lilian V,,1923,
Morgan,http://history.archives.mbl.edu/concepts/person/4750686a-9907-4f08-a530-214aafb0ed65,Ann H,,1923,
Parker,http://history.archives.mbl.edu/concepts/person/9093aa0a-d422-4c64-aa43-49492b30981b,George Howard,,1923,
Parmenter,http://history.archives.mbl.edu/concepts/person/93c3c723-953f-43db-9fab-30f31b19105a,Charles L,,1923,
Peebles,http://history.archives.mbl.edu/concepts/person/becaec46-f257-4046-9bcb-3610d10bed58,Florence,,1923,
Phillips,http://history.archives.mbl.edu/concepts/person/02cb2af6-8d9c-40e8-9bc4-39935dafc44a,Everett F,,1923,
Plough,http://history.archives.mbl.edu/concepts/person/65a3a084-fbd0-42ba-9724-97c59d0a931d,Harold H,,1923,
Rand,http://history.archives.mbl.edu/concepts/person/dfab1a58-565b-41e2-9404-f6e2737ce869,Herbert W,,1923,
Rogers,http://history.archives.mbl.edu/concepts/person/682df7a1-1618-4f24-88da-322036f556b2,Charles Gardner,,1923,
Sampson,http://history.archives.mbl.edu/concepts/person/19dbe2d4-5a76-4d37-9719-fcfe4b73b3a3,Myra M,,1923,
Schrader,http://history.archives.mbl.edu/concepts/person/70383fed-eb20-433d-b461-96e93336a230,Franz,,1923,
Smith,http://history.archives.mbl.edu/concepts/person/150f15d0-1201-4740-8664-6f8f4e4a7609,Elizabeth A,,1923,
Stockard,http://history.archives.mbl.edu/concepts/person/21c51d49-6aad-4a82-8b62-86f2153dae53,Charles R,,1923,
Strong,http://history.archives.mbl.edu/concepts/person/24d6e33b-96e8-4d11-b892-2d27f0abef01,Oliver Smith,,1923,
Sturtevant,http://history.archives.mbl.edu/concepts/person/9200b3da-a330-4eb9-b0f8-4163925f510d,Alfred H,,1923,
Swett,http://history.archives.mbl.edu/concepts/person/f11748fd-7b7a-468d-a5a6-e670060d7427,Francis H,,1923,
Weinstein,http://history.archives.mbl.edu/concepts/person/400bc7e5-9161-4b1a-9d68-9937f386c13b,Alexander,,1923,
Wenrich,http://history.archives.mbl.edu/concepts/person/edd50d6b-c48b-4073-9683-5e5b6b83da9b,David H,,1923,
Whedon,http://history.archives.mbl.edu/concepts/person/08d41ca8-54d1-48f8-a523-1b1640189611,Arthur D,,1923,
White,http://history.archives.mbl.edu/concepts/person/bd6594e3-0254-4e97-8e52-2157278ce73c,Gertrude M,,1923,
Wislocki,http://history.archives.mbl.edu/concepts/person/7ad825c1-4eb1-4a58-9e3e-3c62e6b67a6b,George B,,1923,
Whiting,http://history.archives.mbl.edu/concepts/person/13b06fd2-94d5-40d3-bb67-73614e92bb69,Phineas W,,1923,
Wieman,http://history.archives.mbl.edu/concepts/person/6dfd2b76-0cd9-4a92-9ef9-a3a8019bae3f,Harry Lewis,,1923,
Willier,http://history.archives.mbl.edu/concepts/person/afb870b0-a5b6-419a-9bcb-111ffb7b45f8,Benjamin H,,1923,
Wilson,http://history.archives.mbl.edu/concepts/person/4d3552f8-ee1e-49eb-89b8-78229cd30b02,Edmund B,,1923,
Woodruff,http://history.archives.mbl.edu/concepts/person/38fad840-9103-4d7e-a109-935271c4e080,Lorande Loss,,1923,
Woodward,http://history.archives.mbl.edu/concepts/person/92e7c1df-56a6-456a-afd9-837f203147b9,Alvalyn E,,1923,
Young,http://history.archives.mbl.edu/concepts/person/be6665bd-d325-463a-81cc-3ee1f049bd5c,Benjamin P,,1923,
Young,http://history.archives.mbl.edu/concepts/person/66e7d6e2-c078-4a19-b838-a613fffc3c62,Donnell Brooks,,1923,
Austin,http://history.archives.mbl.edu/concepts/person/31a6a300-da7c-47a0-8e41-abfdb65910c6,Mary L,,1923,Zoology
Barrett,http://history.archives.mbl.edu/concepts/person/291860da-aaf2-4322-8924-08e3b47a1ffc,Elizabeth,,1923,Zoology
Bean,http://history.archives.mbl.edu/concepts/person/02d6b2aa-0738-48f0-9bcc-6ad1106f15b8,Raymond J,,1923,Zoology
Beerman,http://history.archives.mbl.edu/concepts/person/e2b52f68-fb6b-41da-9568-8bea17daa008,Herman,,1923,Zoology
Bollman,http://history.archives.mbl.edu/concepts/person/f93b3e46-d937-4b1f-9290-b871d1ede666,Loretta M,,1923,Zoology
Botsford,http://history.archives.mbl.edu/concepts/person/f7b60722-b791-4fc3-a59b-24d249c8869f,E Frances,,1923,Zoology
Clark,http://history.archives.mbl.edu/concepts/person/4d1426e5-cd7f-49d9-b37d-613e81be391c,Martha L,,1923,Zoology
Coldwell,http://history.archives.mbl.edu/concepts/person/1a646457-1a3a-4266-8812-4e619ed2365c,E Inez,,1923,Zoology
Cole,http://history.archives.mbl.edu/concepts/person/1193b43b-2dfe-432c-912c-4c7a426195ba,Elbert C,,1923,Zoology
Dellinger,http://history.archives.mbl.edu/concepts/person/310f9b87-4041-44ae-ac16-da7a42cff718,Samuel C,,1923,Zoology
Dowden,http://history.archives.mbl.edu/concepts/person/d828d53c-6fb2-4881-a484-8717d962d276,Florence,,1923,Zoology
Emmart,http://history.archives.mbl.edu/concepts/person/0fb29418-0b77-4182-92ba-2f61bc3cb2f7,Emily W,,1923,Zoology
Fry,http://history.archives.mbl.edu/concepts/person/adc0e7e8-6aef-4752-851e-cccd85f8b3e0,Henry J,,1923,Zoology
Gowanlock,http://history.archives.mbl.edu/concepts/person/4d03a1fc-3fe7-496c-a062-f19b695d0f06,James N,,1923,Zoology
Hopkins,http://history.archives.mbl.edu/concepts/person/759e4304-a9fe-4fa6-ba12-5733b0331507,Aubrey E,,1923,Zoology
Huntsinger,http://history.archives.mbl.edu/concepts/person/15f57221-b17f-4f28-9cb0-e85ba22040fc,Harriet C,,1923,Zoology
Jamieson,http://history.archives.mbl.edu/concepts/person/c4614b04-7081-4145-8433-8d937e71794f,M Macgregor,,1923,Zoology
Kahn,http://history.archives.mbl.edu/concepts/person/dcf58fb9-74c6-4dba-aa69-f79425901e39,Morton C,,1923,Zoology
Lackey,http://history.archives.mbl.edu/concepts/person/ee7134bd-c16b-4e92-8f1f-a17eab8aa74b,James B,,1923,Zoology
Langworthy,http://history.archives.mbl.edu/concepts/person/a6cd2dbf-ddb7-42ab-9e0e-55c4baf06c05,Orthello R,,1923,Zoology
Larmon,http://history.archives.mbl.edu/concepts/person/4e6cbff4-6e14-44b9-8c2a-19364a0d6381,Mina L,,1923,Zoology
Lowther,http://history.archives.mbl.edu/concepts/person/29b28e4e-35a8-4a37-be0f-6586d7cbd139,Florence Del,,1923,Zoology
Macdougall,http://history.archives.mbl.edu/concepts/person/c49c64ed-b6a4-4ca3-8b60-c8fd0e7a8767,Mary Stuart,,1923,Zoology
May,http://history.archives.mbl.edu/concepts/person/956ff1e3-8278-4e73-b88f-fea31740ee22,Raoul M,,1923,Zoology
Moses,http://history.archives.mbl.edu/concepts/person/e1493c01-605f-4149-bcc1-984e56f1fc02,Mildred S,,1923,Zoology
Myers,http://history.archives.mbl.edu/concepts/person/eae1e154-44ed-4ff6-acbd-3ec55465c26f,Everett C,,1923,Zoology
Spencer,http://history.archives.mbl.edu/concepts/person/4a1eebdf-a071-4f30-aa44-5c1848dd5b9d,Hope,,1923,Zoology
Springer,http://history.archives.mbl.edu/concepts/person/80d237bb-3155-441e-b876-63d427c790c2,Mary G,,1923,Zoology
Strauss,http://history.archives.mbl.edu/concepts/person/ae2fdfc4-7880-4d1a-a8fd-a6c5ad3af46a,Maurice B,,1923,Zoology
Sturtevant,http://history.archives.mbl.edu/concepts/person/313628f0-8cf5-4e6a-9f12-b64a83e6af64,Phoebe R,,1923,Zoology
Tharaldsen,http://history.archives.mbl.edu/concepts/person/edd568b8-22b7-4089-93fc-8e5826def7df,Conrad E,,1923,Zoology
Thatcher,http://history.archives.mbl.edu/concepts/person/45b7c791-b7b4-4395-8cdb-41468310c4e3,Lloyd E,,1923,Zoology
Thillayampalam,http://history.archives.mbl.edu/concepts/person/f54a0bd7-d6ba-44f5-a221-6bcca15692bb,E M,,1923,Zoology
Wallace,http://history.archives.mbl.edu/concepts/person/8bd16ea5-5903-45dd-af77-0307ff99d1cd,Edith M,,1923,Zoology
Warren,http://history.archives.mbl.edu/concepts/person/2101128f-779a-4ab8-a5b4-c855d65fd227,D C,,1923,Zoology
Whiting,http://history.archives.mbl.edu/concepts/person/11a529eb-776c-4075-8536-f914e9111db5,Mrs Phineas W,,1923,Zoology
Willis,http://history.archives.mbl.edu/concepts/person/20031f57-1e53-4412-825f-309c7c72fba1,Josephine,,1923,Zoology
Wood,http://history.archives.mbl.edu/concepts/person/481ebadd-a6ce-4e62-bfdd-38806c59660a,Frank Elmer,,1923,Zoology
Woodbridge,http://history.archives.mbl.edu/concepts/person/d6db3308-56e6-4fcd-a0e6-bdfa4dc92596,Helen,,1923,Zoology
Yolton,http://history.archives.mbl.edu/concepts/person/3875eef0-8100-4af7-8652-add0cc9ad0cc,Leroy W,,1923,Zoology
Young,http://history.archives.mbl.edu/concepts/person/941088db-b44b-4d9c-88b7-a9175b036900,William C,,1923,Zoology
Amberson,http://history.archives.mbl.edu/concepts/person/78d095b8-418c-45a4-a3fe-20090713d338,William R,,1923,Physiology
Bodansky,http://history.archives.mbl.edu/concepts/person/9293a7dc-0326-4550-9766-893ed8af7942,Meyer,,1923,Physiology
Cohn,http://history.archives.mbl.edu/concepts/person/77d5a0fa-2fd8-4502-981b-c41adf165187,Edwin J,,1923,Physiology
Clowes,http://history.archives.mbl.edu/concepts/person/51d07b9a-6217-4821-869e-720fdca41262,George H A,,1923,Physiology
Edwards,http://history.archives.mbl.edu/concepts/person/4f463d93-94b6-4cf4-8076-f5533c382932,Dayton J,,1923,Physiology
Carrey,http://history.archives.mbl.edu/concepts/person/8d6776c1-94fc-4b5a-a524-034c7e3679a2,Walter E,,1923,Physiology
Hecht,http://history.archives.mbl.edu/concepts/person/78a6fbb8-00fb-4109-bc30-8bfc7506422d,Selig,,1923,Physiology
Hopkins,http://history.archives.mbl.edu/concepts/person/fbf40961-565a-405f-9bad-01b072b50205,Hoyt S,,1923,Physiology
Hyde,http://history.archives.mbl.edu/concepts/person/b396b318-929b-4983-ab51-ae10e9b5cb94,Ida H,,1923,Physiology
Irvvin,http://history.archives.mbl.edu/concepts/person/8d15e943-cf0a-4058-a434-2d9a2877212d,Marian,,1923,Physiology
Jacobs,http://history.archives.mbl.edu/concepts/person/4f2b9d77-03a3-4c41-9aa4-8064bde348f4,Merkel H,,1923,Physiology
Knowlton,http://history.archives.mbl.edu/concepts/person/a44f4533-9e71-4c12-9299-07fda770dc89,Frank P,,1923,Physiology
Lillie,http://history.archives.mbl.edu/concepts/person/884d4f89-94f9-4e4b-a8e3-4005e9bf8686,Ralph Stayner,,1923,Physiology
Loeb,http://history.archives.mbl.edu/concepts/person/09fa65a5-523e-4097-951b-bacba073e4de,Jacques,,1923,Physiology
Loeb,http://history.archives.mbl.edu/concepts/person/8a54248c-eb5e-4c1d-9ca4-4c26b72cade5,Leo,,1923,Physiology
Morrill,http://history.archives.mbl.edu/concepts/person/81cb75b1-d7c2-4b7e-baad-86b17c8bb93e,Charles V,,1923,Physiology
Olmsted,http://history.archives.mbl.edu/concepts/person/14d99f0a-91bd-4269-bf12-d1ecaa6d2d5e,James M D,,1923,Physiology
Pond,http://history.archives.mbl.edu/concepts/person/5e9b01a1-abd6-4921-80cb-c85708f3fa22,Samuel E,,1923,Physiology
Rapport,http://history.archives.mbl.edu/concepts/person/52ed168f-100c-407d-b339-ac76fba8bac7,David,,1923,Physiology
Rapport,http://history.archives.mbl.edu/concepts/person/2c123b1d-b12f-4607-a91b-614323b01cec,Anne Y,,1923,Physiology
Smith,http://history.archives.mbl.edu/concepts/person/cd644b74-8960-4d65-9665-984a9cc43b53,Homer W,,1923,Physiology
Spaeth,http://history.archives.mbl.edu/concepts/person/0f3e38bc-6e25-42b7-b3ed-4117be598c7c,Reynold A,,1923,Physiology
Spirodonovich,http://history.archives.mbl.edu/concepts/person/3aeb3672-8bd8-4817-8440-3bfd318efa06,R,,1923,Physiology
Blanchard,http://history.archives.mbl.edu/concepts/person/0641ec20-8206-42d9-bda2-c06942382c71,Kenneth C,,1923,Physiology
Cattell,http://history.archives.mbl.edu/concepts/person/3967c7d4-6e5a-43ad-ab49-264c9f9979a8,Ware,,1923,Physiology
Gilson,http://history.archives.mbl.edu/concepts/person/5f5f7c09-7438-4c9a-88c7-74c445b8aa90,Arthur S Jr,,1923,Physiology
Hendry,http://history.archives.mbl.edu/concepts/person/e125fe6f-2f82-40b4-a12f-c69e525131c0,Jessie L,,1923,Physiology
Studebaker,http://history.archives.mbl.edu/concepts/person/b636aca3-ea9f-4a43-9eb4-93e902d04490,Mabel T,,1923,Physiology
Blodgett,http://history.archives.mbl.edu/concepts/person/e27b0188-2c65-4cb6-90ae-9cb18fdde055,Frederick H,,1923,Botany
Cleland,http://history.archives.mbl.edu/concepts/person/528162fd-7314-4d8f-8041-a31a997234fe,Ralph E,,1923,Botany
Harper,http://history.archives.mbl.edu/concepts/person/e7f39142-3044-4b06-a389-290577f7770e,Robert A,,1923,Botany
Hazen,http://history.archives.mbl.edu/concepts/person/c671ce7b-5aa0-44b8-8f1a-6a0138a30db4,Tracy E,,1923,Botany
Inman,http://history.archives.mbl.edu/concepts/person/73d7303b-009d-4c2d-ad12-241886ad55a1,Ondess L,,1923,Botany
Lewis,http://history.archives.mbl.edu/concepts/person/ecc1efaa-47ca-48c2-86ac-357df5c66ddc,Ivey Foreman,,1923,Botany
Lyman,http://history.archives.mbl.edu/concepts/person/8d4a212d-5ab2-4e7f-8c55-3732fdbcec94,George Richard,,1923,Botany
Schramm,http://history.archives.mbl.edu/concepts/person/14fefcc3-a369-4478-9042-47f878eb46c1,Jacob R,,1923,Botany
Starr,http://history.archives.mbl.edu/concepts/person/503cae01-245f-4107-a715-63704c59f1b4,Anna M,,1923,Botany
Stevens,http://history.archives.mbl.edu/concepts/person/d6bf46e1-f8ba-4cd9-b45b-fac397a19a7e,Neil E,,1923,Botany
Stokey,http://history.archives.mbl.edu/concepts/person/94c50495-d8d2-42cd-aa1c-448fde59a947,Alma G,,1923,Botany
Taylor,http://history.archives.mbl.edu/concepts/person/8748baf6-6243-409d-bf05-71f171bca7b3,W Randolph,,1923,Botany
Weston,http://history.archives.mbl.edu/concepts/person/9b1549de-9771-4cd4-a9df-9e6d6eec0ccd,William H Jr,,1923,Botany
Blinks,http://history.archives.mbl.edu/concepts/person/c8378fbb-9e05-46d1-ae79-02f97b958070,Lawrence R,,1923,Botany
Cook,http://history.archives.mbl.edu/concepts/person/10fa6189-03d1-4c6f-b584-63595b6b3953,Sherburne F,,1923,Botany
Kemp,http://history.archives.mbl.edu/concepts/person/bc91cdef-fe44-4c32-8716-dde4b2d6f361,Margaret,,1923,Botany
Wilcox,http://history.archives.mbl.edu/concepts/person/6283b320-7a2f-41c7-aff2-c6bcee62dba7,Marguerite S,,1923,Botany
Addison,http://history.archives.mbl.edu/concepts/person/09864f5f-dc06-4432-96fa-600fe4187bd8,William H F,,1924,Zoology
Appleton,http://history.archives.mbl.edu/concepts/person/6b6ef096-b13d-4c97-b90e-6fa84ddb3581,Joseph L Jr,,1924,Zoology
Azuma,http://history.archives.mbl.edu/concepts/person/5c49a3b4-b061-46fe-b479-03223b3a59a2,Ryotaro,,1924,Zoology
Bagg,http://history.archives.mbl.edu/concepts/person/b9a8dc67-eb90-4859-b1b1-e0a52f465f81,Halsey J,,1924,Zoology
Baker,http://history.archives.mbl.edu/concepts/person/9fc56d44-02e2-4a57-8a70-5d8f21adc295,Horace Burrington,,1924,Zoology
Bigelow,http://history.archives.mbl.edu/concepts/person/969ee37e-decf-4271-98cd-0a6554402490,Robert Payne,,1924,Zoology
Bonnier,http://history.archives.mbl.edu/concepts/person/3916f347-6034-4fd8-adba-0bf677f10487,Gert,,1924,Zoology
Boschma,http://history.archives.mbl.edu/concepts/person/c8c5f104-5eed-49d2-a3a7-3872a0df4e58,Hilbrand,,1924,Zoology
Bowen,http://history.archives.mbl.edu/concepts/person/c741be3b-83c8-44bd-b054-6be9d59362f5,Robert Hall,,1924,Zoology
Breitenbecher,http://history.archives.mbl.edu/concepts/person/a89209f0-1fba-4d9a-ba78-d9405ba8507a,Joseph K,,1924,Zoology
Bridges,http://history.archives.mbl.edu/concepts/person/d48fc643-80d7-4dc2-8a02-4ed48eddb094,Calvin B,,1924,Zoology
Budington,http://history.archives.mbl.edu/concepts/person/42906f60-0754-4f4f-92d1-da0528722a14,Robert A,,1924,Zoology
Burns,http://history.archives.mbl.edu/concepts/person/0753f3ef-1545-426a-a076-0075834761c1,Robert Kylie Jr,,1924,Zoology
Calkins,http://history.archives.mbl.edu/concepts/person/5b77586d-df0f-4bc6-ad08-3c3c7f17b455,Gary N,,1924,Zoology
Carothers,http://history.archives.mbl.edu/concepts/person/53b622f4-24c1-4fe0-b889-48c79acd0e02,E Eleanor,,1924,Zoology
Chambers,http://history.archives.mbl.edu/concepts/person/14a8af5f-572e-4c42-a71b-de8a35f0dd3f,Robert Jr,,1924,Zoology
Clark,http://history.archives.mbl.edu/concepts/person/cc530640-fd51-4e02-bf2a-abefec234bed,Eliot R,,1924,Zoology
Clark,http://history.archives.mbl.edu/concepts/person/a4d4b693-cd36-4c0a-8247-a47a17bd73ec,Eleanor Linton,,1924,Zoology
Conklin,http://history.archives.mbl.edu/concepts/person/9a3e677e-7b22-4650-8a96-c0dc60d1e4a8,Edwin Grant,,1924,Zoology
Copeland,http://history.archives.mbl.edu/concepts/person/933a1763-fa8c-4119-8dcc-3027f2e129b3,Manton,,1924,Zoology
Dawson,http://history.archives.mbl.edu/concepts/person/e5d21bbd-ba66-4b01-a55a-e5ae7621c718,James A,,1924,Zoology
Detwiler,http://history.archives.mbl.edu/concepts/person/3e2be523-594e-4e3f-971f-f507a0c6915e,Samuel R,,1924,Zoology
Dolley,http://history.archives.mbl.edu/concepts/person/85e2e579-9f12-444a-88f8-bd292fa44286,Wm Lee Jr,,1924,Zoology
Donaldson,http://history.archives.mbl.edu/concepts/person/13eb79e6-90b5-4f97-a7d9-75f6658e8e7b,Henry Herbert,,1924,Zoology
Drew,http://history.archives.mbl.edu/concepts/person/0131c97b-d44a-44b7-9bff-f453d30ddbfb,Gilman A,,1924,Zoology
Glaser,http://history.archives.mbl.edu/concepts/person/d3d19e9c-687f-48e5-b9a2-2f304c8699f9,Otto Charles,,1924,Zoology
Goldfarb,http://history.archives.mbl.edu/concepts/person/300d3a1c-09e1-48b9-b2ff-8ac6f4620828,A J,,1924,Zoology
Goodrich,http://history.archives.mbl.edu/concepts/person/a8c8505e-c123-4442-86bf-1af92e9fce08,Hubert Baker,,1924,Zoology
Grave,http://history.archives.mbl.edu/concepts/person/1f13a9be-d3ad-495d-aaff-e3ad925fcb06,Benjamin H,,1924,Zoology
Grave,http://history.archives.mbl.edu/concepts/person/9cade7e3-2b8a-4aee-b8c1-fd88f6696972,Caswell Ii,,1924,Zoology
Gregory,http://history.archives.mbl.edu/concepts/person/8e77cac7-f939-4d86-be68-0ac05e11b4a4,Louise Hoyt,,1924,Zoology
Hance,http://history.archives.mbl.edu/concepts/person/5a56945d-fe9a-4bd9-8eb8-fc3b7727d72d,Robert T,,1924,Zoology
Heilbrunn,http://history.archives.mbl.edu/concepts/person/f6279538-2bcb-49d1-a7d9-d031f3bc8355,Lewis V,,1924,Zoology
Hentschel,http://history.archives.mbl.edu/concepts/person/9b124319-a0b1-4fdc-80ba-4eff4f173088,Christopher Carl,,1924,Zoology
Hess,http://history.archives.mbl.edu/concepts/person/6253ec19-a1cb-44f9-a3e5-660ff52832e9,Walter N,,1924,Zoology
Hibbard,http://history.archives.mbl.edu/concepts/person/74b3d351-eba2-4dba-927f-ba5f793e7cab,Hope,,1924,Zoology
Hogue,http://history.archives.mbl.edu/concepts/person/5c6d9686-a4e5-4c28-8379-2c520ba7d3b2,Mary J,,1924,Zoology
Huxley,http://history.archives.mbl.edu/concepts/person/8552faa3-6ed7-4829-a68a-e2fc29a808a5,Julian Sorell,,1924,Zoology
Hyman,http://history.archives.mbl.edu/concepts/person/5eb52e9c-d8a8-4d65-b2d9-ba4e4caf0438,Libbie Henrietta,,1924,Zoology
Jennings,http://history.archives.mbl.edu/concepts/person/f18008c9-a670-430a-b669-f10bbd203b28,Herbert S,,1924,Zoology
Just,http://history.archives.mbl.edu/concepts/person/33d59976-08a3-405c-9e94-daa32066773d,Ernest E,,1924,Zoology
Kindred,http://history.archives.mbl.edu/concepts/person/aab582b0-ab04-4615-b473-52c69f9b96ea,James E,,1924,Zoology
Knower,http://history.archives.mbl.edu/concepts/person/1863fe37-8b2c-4ead-9d9a-e7fb27ab7528,Henry Mcelderry,,1924,Zoology
Komai,http://history.archives.mbl.edu/concepts/person/1354f9f1-67a0-42f0-a872-573dd235a833,Taku,,1924,Zoology
Lancefield,http://history.archives.mbl.edu/concepts/person/86f2200f-ef54-4755-aa50-78d698eaf8ce,Donald E,,1924,Zoology
Lange,http://history.archives.mbl.edu/concepts/person/d54f53b8-fb82-4432-b629-7738a4157aae,Mathilde M,,1924,Zoology
Lillie,http://history.archives.mbl.edu/concepts/person/6b5bb790-9c5b-4b71-8809-3a4cdfeb5b75,Frank R,,1924,Zoology
Lynch,http://history.archives.mbl.edu/concepts/person/ba3a64a4-1e70-4bc9-9875-fe2a8ee04622,Ruth Stocking,,1924,Zoology
Mcclung,http://history.archives.mbl.edu/concepts/person/83070c72-3e09-4f2d-871d-108f97f7cf21,Clarence E,,1924,Zoology
Martin,http://history.archives.mbl.edu/concepts/person/7bafc632-e6f5-4310-b397-4a5fe6a5fb47,Earl A,,1924,Zoology
Mast,http://history.archives.mbl.edu/concepts/person/a3a61171-5c74-4004-afcb-3c8b38e64776,Samuel Ottmar,,1924,Zoology
Mavor,http://history.archives.mbl.edu/concepts/person/b95d09d3-ce67-422e-9141-4c406c34ec6c,James W,,1924,Zoology
Metcalf,http://history.archives.mbl.edu/concepts/person/38d4feb8-725a-4440-9e73-4be1f671808a,Maynard Mayo,,1924,Zoology
Metz,http://history.archives.mbl.edu/concepts/person/b3e949d9-ee15-4bd0-bac8-29bb7aa09f8b,Charles W,,1924,Zoology
Morgan,http://history.archives.mbl.edu/concepts/person/ac5553c1-b6a6-41cd-bb44-a08ababd7180,Thomas Hunt,,1924,Zoology
Morgan,http://history.archives.mbl.edu/concepts/person/21f60ab3-a3c6-41cb-acf8-feef1ded2e77,Lilian V,,1924,Zoology
Morrill,http://history.archives.mbl.edu/concepts/person/81cb75b1-d7c2-4b7e-baad-86b17c8bb93e,Charles V,,1924,Zoology
Packard,http://history.archives.mbl.edu/concepts/person/a2eb535e-2d6c-4a00-bf72-7ddcfd546fc6,Charles,,1924,Zoology
Papanicolao,http://history.archives.mbl.edu/concepts/person/eb8a6849-1f75-4aa2-ac50-d4257e034234,George N,,1924,Zoology
Plough,http://history.archives.mbl.edu/concepts/person/65a3a084-fbd0-42ba-9724-97c59d0a931d,Harold H,,1924,Zoology
Rand,http://history.archives.mbl.edu/concepts/person/dfab1a58-565b-41e2-9404-f6e2737ce869,Herbert W,,1924,Zoology
Renyi,http://history.archives.mbl.edu/concepts/person/621cd467-04d0-4b27-a74e-afcb29baed44,George S,,1924,Zoology
Rogers,http://history.archives.mbl.edu/concepts/person/682df7a1-1618-4f24-88da-322036f556b2,Charles Gardner,,1924,Zoology
Smith,http://history.archives.mbl.edu/concepts/person/edc396da-5024-4c39-84d4-2284fb4fd991,Christianna,,1924,Zoology
Speidel,http://history.archives.mbl.edu/concepts/person/e324966a-b9c4-4b1c-b7a1-463a6ba9caf8,Carl Caskey,,1924,Zoology
Stark,http://history.archives.mbl.edu/concepts/person/e530e701-6219-4e76-b891-78408c32e40a,Mary B,,1924,Zoology
Stockard,http://history.archives.mbl.edu/concepts/person/21c51d49-6aad-4a82-8b62-86f2153dae53,Charles R,,1924,Zoology
Strong,http://history.archives.mbl.edu/concepts/person/24d6e33b-96e8-4d11-b892-2d27f0abef01,Oliver Smith,,1924,Zoology
Sturtevant,http://history.archives.mbl.edu/concepts/person/9200b3da-a330-4eb9-b0f8-4163925f510d,Alfred H,,1924,Zoology
Thompson,http://history.archives.mbl.edu/concepts/person/66bc66d5-1afd-4f5a-93cf-24d6abf03209,Ian Maclaren,,1924,Zoology
Watson,http://history.archives.mbl.edu/concepts/person/c171e8ad-93eb-4583-8dc1-700006da575e,Isabelle,,1924,Zoology
Wieman,http://history.archives.mbl.edu/concepts/person/6dfd2b76-0cd9-4a92-9ef9-a3a8019bae3f,Harry Lewis,,1924,Zoology
Willier,http://history.archives.mbl.edu/concepts/person/afb870b0-a5b6-419a-9bcb-111ffb7b45f8,Benjamin H,,1924,Zoology
Wilson,http://history.archives.mbl.edu/concepts/person/4d3552f8-ee1e-49eb-89b8-78229cd30b02,Edmund B,,1924,Zoology
Wood,http://history.archives.mbl.edu/concepts/person/481ebadd-a6ce-4e62-bfdd-38806c59660a,Frank Elmer,,1924,Zoology
Woodruff,http://history.archives.mbl.edu/concepts/person/38fad840-9103-4d7e-a109-935271c4e080,Lorande Loss,,1924,Zoology
Young,http://history.archives.mbl.edu/concepts/person/66e7d6e2-c078-4a19-b838-a613fffc3c62,Donnell Brooks,,1924,Zoology
Adolph,http://history.archives.mbl.edu/concepts/person/64696a6c-8b4f-4ba2-b2af-538042b5a6df,Paul E,,1924,Zoology
Anson,http://history.archives.mbl.edu/concepts/person/11a982c6-7814-4356-83e8-68b147098834,Mortimer L,,1924,Zoology
Becker,http://history.archives.mbl.edu/concepts/person/38181daa-7dea-44af-a0d2-a550313ce5d7,Elery R,,1924,Zoology
Beerman,http://history.archives.mbl.edu/concepts/person/e2b52f68-fb6b-41da-9568-8bea17daa008,Herman,,1924,Zoology
Beers,http://history.archives.mbl.edu/concepts/person/69f29b20-ec73-4752-9eb4-874ebb8a6f9a,Charles Dale,,1924,Zoology
Beers,http://history.archives.mbl.edu/concepts/person/d46f792a-6566-4cbb-8549-0779c89bf188,Catherine V,,1924,Zoology
Blake,http://history.archives.mbl.edu/concepts/person/7636e942-973f-404c-8d76-1dcc534f081b,Charles Henry,,1924,Zoology
Bowen,http://history.archives.mbl.edu/concepts/person/7ea5311b-b64e-4d1b-b762-13394625cae9,Edith S,,1924,Zoology
Brown,http://history.archives.mbl.edu/concepts/person/a3190e80-30f2-48db-a006-d37e31f59d43,Alice L,,1924,Zoology
Cole,http://history.archives.mbl.edu/concepts/person/cbd3a47c-a0ba-4126-9172-7e6aaa571075,Kenneth,,1924,Zoology
