Last Name,Person URI,First Name,Role,Year,Subject
Gardiner,http://history.archives.mbl.edu/concepts/person/eb8d07c9-3122-484d-b5ac-fda0ab34176a,Edward G,,1888,
Jordan,http://history.archives.mbl.edu/concepts/person/c6037f04-fed1-45ec-9c12-554760a292ad,Edwin O,,1888,
Washburn,http://history.archives.mbl.edu/concepts/person/b6f1ee78-a0e3-4b0e-b93a-d11a4061bbf7,F L,,1888,
Clapp,http://history.archives.mbl.edu/concepts/person/14b903c2-a3d2-4100-96cd-ed75976d0edb,Cornelia Maria,,1888,
O'Grady,http://history.archives.mbl.edu/concepts/person/8694cb23-e2f3-4cd6-ac1d-6121a4c90ef9,Marcella I,,1888,
Harris,http://history.archives.mbl.edu/concepts/person/0457a285-70ed-4328-a093-c697fb7090eb,Helen Torrey,,1888,
Mulford,http://history.archives.mbl.edu/concepts/person/847548c9-180b-4660-ab37-275a08d10657,Isabel,,1888,
Ayers,http://history.archives.mbl.edu/concepts/person/a159d7dc-1607-4e06-b2a2-37d2f127cd8d,Howard,,1889,
Farlow,http://history.archives.mbl.edu/concepts/person/10002695-a3de-48b1-b8a4-93e0c34ee9b6,W G,,1889,
Gardiner,http://history.archives.mbl.edu/concepts/person/eb8d07c9-3122-484d-b5ac-fda0ab34176a,Edward G,,1889,
Humphrey,http://history.archives.mbl.edu/concepts/person/d530d06f-baec-4b82-9589-47ba623706be,J Ellis,,1889,
Kingsley,http://history.archives.mbl.edu/concepts/person/025a6982-f777-4956-b170-5d6c4cc28756,J S,,1889,
Mark,http://history.archives.mbl.edu/concepts/person/37c2161e-a4f1-4ced-a4e0-d3d3fa11f3c5,E L,,1889,
Minot,http://history.archives.mbl.edu/concepts/person/2c34316f-23b3-4465-ae71-773579d445f0,C S,,1889,
Mcmurrich,http://history.archives.mbl.edu/concepts/person/5ce97c45-c126-447c-9dcd-5a0391101a0b,J Playfair,,1889,
Reighard,http://history.archives.mbl.edu/concepts/person/e2efed2b-14e5-4132-a0aa-a820f4fd592f,Jacob,,1889,
Sharp,http://history.archives.mbl.edu/concepts/person/9be09681-a704-4d0a-8f87-b47f12e855cc,B,,1889,
Wheeler,http://history.archives.mbl.edu/concepts/person/5430b4cd-1c67-4a74-a375-47a485a8be90,William M,,1889,
Whitman,http://history.archives.mbl.edu/concepts/person/b0a28d5f-d6c9-4f1a-814a-c3e13d190f1b,Charles O,,1889,
Wilson,http://history.archives.mbl.edu/concepts/person/4d3552f8-ee1e-49eb-89b8-78229cd30b02,Edmund B,,1889,
Wilson,http://history.archives.mbl.edu/concepts/person/953bafd0-ddbe-40d4-b61a-5ad5997544aa,J M,,1889,
Bumpus,http://history.archives.mbl.edu/concepts/person/ad636c54-11b9-4deb-910c-61084866ce69,Hermon C,,1889,
Clapp,http://history.archives.mbl.edu/concepts/person/14b903c2-a3d2-4100-96cd-ed75976d0edb,Cornelia Maria,,1889,
O'Grady,http://history.archives.mbl.edu/concepts/person/8694cb23-e2f3-4cd6-ac1d-6121a4c90ef9,Marcella I,,1889,
Platt,http://history.archives.mbl.edu/concepts/person/c4362850-ec9a-41d2-8ef2-e0bb9bf0d82e,Julia B,,1889,
Randolph,http://history.archives.mbl.edu/concepts/person/7b0d630e-6ec9-42a7-b04f-242db5443223,Harriet,,1889,
Ayers,http://history.archives.mbl.edu/concepts/person/a159d7dc-1607-4e06-b2a2-37d2f127cd8d,Howard,,1890,
Bumpus,http://history.archives.mbl.edu/concepts/person/640bb01a-bd96-4fea-934e-7354ad2f6418,Herman C,,1890,
Donaldson,http://history.archives.mbl.edu/concepts/person/13eb79e6-90b5-4f97-a7d9-75f6658e8e7b,Henry Herbert,,1890,
Kingsley,http://history.archives.mbl.edu/concepts/person/025a6982-f777-4956-b170-5d6c4cc28756,J S,,1890,
Morgan,http://history.archives.mbl.edu/concepts/person/ac5553c1-b6a6-41cd-bb44-a08ababd7180,Thomas Hunt,,1890,
Rankin,http://history.archives.mbl.edu/concepts/person/25dd2937-a47d-4972-a5a1-839c73cae92c,Walter M,,1890,
Wilson,http://history.archives.mbl.edu/concepts/person/4d3552f8-ee1e-49eb-89b8-78229cd30b02,Edmund B,,1890,
Watase,http://history.archives.mbl.edu/concepts/person/46ccbd51-7dc1-420a-928b-c32d1e205174,Sho,,1890,
Mcmurrich,http://history.archives.mbl.edu/concepts/person/5ce97c45-c126-447c-9dcd-5a0391101a0b,J Playfair,,1890,
Whitman,http://history.archives.mbl.edu/concepts/person/b0a28d5f-d6c9-4f1a-814a-c3e13d190f1b,Charles O,,1890,
Setchell,http://history.archives.mbl.edu/concepts/person/dbe9dab2-83ae-480d-9adf-b8b3c1805483,William Albert,,1890,
Gardiner,http://history.archives.mbl.edu/concepts/person/eb8d07c9-3122-484d-b5ac-fda0ab34176a,Edward G,,1890,
Eigenmann,http://history.archives.mbl.edu/concepts/person/1b7a144e-b9f1-42a1-8d81-82cc20153129,C H,,1890,
Clapp,http://history.archives.mbl.edu/concepts/person/69396323-2d3b-4964-9b85-c5da20adf67c,Cornella M,,1890,
Chaney,http://history.archives.mbl.edu/concepts/person/53138ff5-88ac-4b5e-aca8-2ef0b7c27c2f,L W Jr,,1890,
Mcfarland,http://history.archives.mbl.edu/concepts/person/745bac86-1d64-43a0-bd0b-26ba746613bc,F M,,1890,
Morrill,http://history.archives.mbl.edu/concepts/person/317dc7d7-2823-4093-a6ca-b21f9f369c13,Albro D,,1890,
O'Grady,http://history.archives.mbl.edu/concepts/person/8694cb23-e2f3-4cd6-ac1d-6121a4c90ef9,Marcella I,,1890,
Platt,http://history.archives.mbl.edu/concepts/person/c4362850-ec9a-41d2-8ef2-e0bb9bf0d82e,Julia B,,1890,
Randolph,http://history.archives.mbl.edu/concepts/person/7b0d630e-6ec9-42a7-b04f-242db5443223,Harriet,,1890,
Bumpus,http://history.archives.mbl.edu/concepts/person/ad636c54-11b9-4deb-910c-61084866ce69,Hermon C,,1891,
Foulke,http://history.archives.mbl.edu/concepts/person/d2d9a3c3-d705-4f18-aed5-28a69a79bfd5,S Gwendolen,,1891,
Gardiner,http://history.archives.mbl.edu/concepts/person/eb8d07c9-3122-484d-b5ac-fda0ab34176a,Edward G,,1891,
Johnson,http://history.archives.mbl.edu/concepts/person/a416f224-3f7c-4771-801a-1c394303bd47,Herbert P,,1891,
Jordan,http://history.archives.mbl.edu/concepts/person/c6037f04-fed1-45ec-9c12-554760a292ad,Edwin O,,1891,
Keller,http://history.archives.mbl.edu/concepts/person/ea9deaa1-57fb-40eb-b951-5860201eb827,Ida,,1891,
Mcmurrich,http://history.archives.mbl.edu/concepts/person/5ce97c45-c126-447c-9dcd-5a0391101a0b,J Playfair,,1891,
Morgan,http://history.archives.mbl.edu/concepts/person/ac5553c1-b6a6-41cd-bb44-a08ababd7180,Thomas Hunt,,1891,
Rankin,http://history.archives.mbl.edu/concepts/person/25dd2937-a47d-4972-a5a1-839c73cae92c,Walter M,,1891,
Setchell,http://history.archives.mbl.edu/concepts/person/dbe9dab2-83ae-480d-9adf-b8b3c1805483,William Albert,,1891,
Watase,http://history.archives.mbl.edu/concepts/person/46ccbd51-7dc1-420a-928b-c32d1e205174,Sho,,1891,
Wheeler,http://history.archives.mbl.edu/concepts/person/701c03d2-4793-4cd1-8076-155508cd6bed,William Morton,,1891,
Whitman,http://history.archives.mbl.edu/concepts/person/b0a28d5f-d6c9-4f1a-814a-c3e13d190f1b,Charles O,,1891,
Wilson,http://history.archives.mbl.edu/concepts/person/4d3552f8-ee1e-49eb-89b8-78229cd30b02,Edmund B,,1891,
Bristol,http://history.archives.mbl.edu/concepts/person/2d63ab33-5593-454e-881c-56dff5373e7e,Charles L,,1891,
Buntin,http://history.archives.mbl.edu/concepts/person/38670fb7-f559-441e-9d29-0cf842f896a9,Martha,,1891,
Clapp,http://history.archives.mbl.edu/concepts/person/14b903c2-a3d2-4100-96cd-ed75976d0edb,Cornelia Maria,,1891,
Lillie,http://history.archives.mbl.edu/concepts/person/6b5bb790-9c5b-4b71-8809-3a4cdfeb5b75,Frank R,,1891,
Mead,http://history.archives.mbl.edu/concepts/person/fc56e2db-95c7-4408-9a24-c102792116c8,Albert D,,1891,
Morrill,http://history.archives.mbl.edu/concepts/person/317dc7d7-2823-4093-a6ca-b21f9f369c13,Albro D,,1891,
Porter,http://history.archives.mbl.edu/concepts/person/63b67f3c-8183-4baf-9dce-8f488634b414,James F,,1891,
Schively,http://history.archives.mbl.edu/concepts/person/61885edb-6a22-4642-9926-43eacc3f77f2,Mary A,,1891,
Treadwell,http://history.archives.mbl.edu/concepts/person/5f8616a2-71a0-4b75-9402-339fe40145bc,Aaron Louis,,1891,
Ayers,http://history.archives.mbl.edu/concepts/person/a159d7dc-1607-4e06-b2a2-37d2f127cd8d,Howard,,1892,
Brannon,http://history.archives.mbl.edu/concepts/person/418f275d-5090-4d91-9ef3-c65a5e9b4379,Melvin A,,1892,
Bristol,http://history.archives.mbl.edu/concepts/person/2d63ab33-5593-454e-881c-56dff5373e7e,Charles L,,1892,
Bumpus,http://history.archives.mbl.edu/concepts/person/ad636c54-11b9-4deb-910c-61084866ce69,Hermon C,,1892,
Clapp,http://history.archives.mbl.edu/concepts/person/14b903c2-a3d2-4100-96cd-ed75976d0edb,Cornelia Maria,,1892,
Conklin,http://history.archives.mbl.edu/concepts/person/9a3e677e-7b22-4650-8a96-c0dc60d1e4a8,Edwin Grant,,1892,
Dodge,http://history.archives.mbl.edu/concepts/person/c26acadb-8b7e-4fad-a152-8e6a39da78eb,Charles Wright,,1892,
Eycleshymer,http://history.archives.mbl.edu/concepts/person/36a4dcf2-b945-41a4-9085-af50e054f3d9,Albert C,,1892,
Fish,http://history.archives.mbl.edu/concepts/person/8d12925b-37e3-4ea8-bdd0-bbad968e1c79,Pierre A,,1892,
Foulke,http://history.archives.mbl.edu/concepts/person/d2d9a3c3-d705-4f18-aed5-28a69a79bfd5,S Gwendolen,,1892,
Gardiner,http://history.archives.mbl.edu/concepts/person/eb8d07c9-3122-484d-b5ac-fda0ab34176a,Edward G,,1892,
Humphrey,http://history.archives.mbl.edu/concepts/person/e7fb6558-f1da-4231-a721-6d7bc9eb3dbe,James Ellis,,1892,
Jordan,http://history.archives.mbl.edu/concepts/person/c6037f04-fed1-45ec-9c12-554760a292ad,Edwin O,,1892,
Kingsley,http://history.archives.mbl.edu/concepts/person/49360f29-30dd-4235-b06f-05b1f1c9448b,James S,,1892,
Lee,http://history.archives.mbl.edu/concepts/person/c9120f97-79b7-4b6f-813c-2b085ce8c483,Frederic S,,1892,
Lillie,http://history.archives.mbl.edu/concepts/person/6b5bb790-9c5b-4b71-8809-3a4cdfeb5b75,Frank R,,1892,
Lingle,http://history.archives.mbl.edu/concepts/person/067159e5-7172-43f0-800a-df864ea651bc,David J,,1892,
Locy,http://history.archives.mbl.edu/concepts/person/de7c6248-52fc-4aad-8b32-bea66f3a8830,William A,,1892,
Loes,http://history.archives.mbl.edu/concepts/person/5b5b26e6-aafd-4002-82bd-c7aea5a9f967,Jacques,,1892,
Lombard,http://history.archives.mbl.edu/concepts/person/eedd9e8e-b830-4a5b-8708-42b765b596bf,Warren P,,1892,
Mead,http://history.archives.mbl.edu/concepts/person/fc56e2db-95c7-4408-9a24-c102792116c8,Albert D,,1892,
Morgan,http://history.archives.mbl.edu/concepts/person/ac5553c1-b6a6-41cd-bb44-a08ababd7180,Thomas Hunt,,1892,
O'Grady,http://history.archives.mbl.edu/concepts/person/8694cb23-e2f3-4cd6-ac1d-6121a4c90ef9,Marcella I,,1892,
Pillsbury,http://history.archives.mbl.edu/concepts/person/0980b0e6-7ca0-4b19-a1c5-14e252af1e21,J H,,1892,
Russell,http://history.archives.mbl.edu/concepts/person/01da1af1-c4da-49c8-8973-99929e83d29c,H L,,1892,
Setchell,http://history.archives.mbl.edu/concepts/person/dbe9dab2-83ae-480d-9adf-b8b3c1805483,William Albert,,1892,
Strong,http://history.archives.mbl.edu/concepts/person/24d6e33b-96e8-4d11-b892-2d27f0abef01,Oliver Smith,,1892,
Watase,http://history.archives.mbl.edu/concepts/person/46ccbd51-7dc1-420a-928b-c32d1e205174,Sho,,1892,
Wheeler,http://history.archives.mbl.edu/concepts/person/5430b4cd-1c67-4a74-a375-47a485a8be90,William M,,1892,
Whitman,http://history.archives.mbl.edu/concepts/person/b0a28d5f-d6c9-4f1a-814a-c3e13d190f1b,Charles O,,1892,
Wilson,http://history.archives.mbl.edu/concepts/person/4d3552f8-ee1e-49eb-89b8-78229cd30b02,Edmund B,,1892,
Bickford,http://history.archives.mbl.edu/concepts/person/4a8530a2-5ed1-4587-9b75-6cbdc00c338a,Elizabeth E,,1892,
Bunting,http://history.archives.mbl.edu/concepts/person/5f063abe-d949-46da-bd88-0aead49686be,Martha,,1892,
Byrnes,http://history.archives.mbl.edu/concepts/person/8fb311ab-1887-4255-a6af-48782df03384,Esther F,,1892,
Cooley,http://history.archives.mbl.edu/concepts/person/38a7ab92-20eb-4344-a607-9a2750a9ea55,Grace E,,1892,
Evans,http://history.archives.mbl.edu/concepts/person/c61a4024-64b0-491a-bc7e-d782aa64caa2,Annie,,1892,
Foot,http://history.archives.mbl.edu/concepts/person/43c0caa0-99de-474c-b7b1-5ce87f1722de,Katharine,,1892,
Gorham,http://history.archives.mbl.edu/concepts/person/e5748601-30e1-4e89-bcc6-d7c264632b6b,Frederic Poole,,1892,
Hyde,http://history.archives.mbl.edu/concepts/person/b396b318-929b-4983-ab51-ae10e9b5cb94,Ida H,,1892,
Mathews,http://history.archives.mbl.edu/concepts/person/0dfc7917-4961-46c2-9423-04f4234ba308,Albert P,,1892,
Mitchell,http://history.archives.mbl.edu/concepts/person/22bd9754-cb84-46c6-b443-c53c3ffd1749,Walter R,,1892,
Morrill,http://history.archives.mbl.edu/concepts/person/317dc7d7-2823-4093-a6ca-b21f9f369c13,Albro D,,1892,
Norris,http://history.archives.mbl.edu/concepts/person/7a12ee2d-8c4f-4da2-aabe-9e09591299ff,H W,,1892,
Peabody,http://history.archives.mbl.edu/concepts/person/516e6ba3-dc7d-4b92-b41f-c61052d2cda2,James E,,1892,
Sampson,http://history.archives.mbl.edu/concepts/person/33e5163e-2230-4146-bf86-76a75c89dac7,Edith F,,1892,
Sampson,http://history.archives.mbl.edu/concepts/person/d1f27872-3334-409a-822d-40e005a28545,Lillian V,,1892,
Schively,http://history.archives.mbl.edu/concepts/person/61885edb-6a22-4642-9926-43eacc3f77f2,Mary A,,1892,
Treadwell,http://history.archives.mbl.edu/concepts/person/5f8616a2-71a0-4b75-9402-339fe40145bc,Aaron Louis,,1892,
Wallace,http://history.archives.mbl.edu/concepts/person/7a3c1415-52aa-42a2-a491-5ce09c96a09c,Louise Baird,,1892,
Wollstein,http://history.archives.mbl.edu/concepts/person/f2aa88b6-1bfe-42b6-8140-2e049028d3ee,Martha,,1892,
Atwell,http://history.archives.mbl.edu/concepts/person/934aed01-9156-4cb6-83db-500746e4ed41,Charles B,,1893,
Ayers,http://history.archives.mbl.edu/concepts/person/a159d7dc-1607-4e06-b2a2-37d2f127cd8d,Howard,,1893,
Brannon,http://history.archives.mbl.edu/concepts/person/418f275d-5090-4d91-9ef3-c65a5e9b4379,Melvin A,,1893,
Bumpus,http://history.archives.mbl.edu/concepts/person/ad636c54-11b9-4deb-910c-61084866ce69,Hermon C,,1893,
Clapp,http://history.archives.mbl.edu/concepts/person/14b903c2-a3d2-4100-96cd-ed75976d0edb,Cornelia Maria,,1893,
Conklin,http://history.archives.mbl.edu/concepts/person/9a3e677e-7b22-4650-8a96-c0dc60d1e4a8,Edwin Grant,,1893,
Councilman,http://history.archives.mbl.edu/concepts/person/c5db37c8-138f-4f6b-9622-405582246aba,William T,,1893,
Wright,http://history.archives.mbl.edu/concepts/person/8f30bc0c-647b-4bda-b8c1-f674f1a33609,Charles,,1893,
Fish,http://history.archives.mbl.edu/concepts/person/8d12925b-37e3-4ea8-bdd0-bbad968e1c79,Pierre A,,1893,
Foot,http://history.archives.mbl.edu/concepts/person/43c0caa0-99de-474c-b7b1-5ce87f1722de,Katharine,,1893,
Foulke,http://history.archives.mbl.edu/concepts/person/d2d9a3c3-d705-4f18-aed5-28a69a79bfd5,S Gwendolen,,1893,
Gardiner,http://history.archives.mbl.edu/concepts/person/eb8d07c9-3122-484d-b5ac-fda0ab34176a,Edward G,,1893,
Kellogg,http://history.archives.mbl.edu/concepts/person/409c9043-648f-402b-a887-593091b72aba,James L,,1893,
Lee,http://history.archives.mbl.edu/concepts/person/c9120f97-79b7-4b6f-813c-2b085ce8c483,Frederic S,,1893,
Lee,http://history.archives.mbl.edu/concepts/person/0945506b-6dd6-4b4a-b037-9e7752a90c1d,Leslie A,,1893,
Lillie,http://history.archives.mbl.edu/concepts/person/6b5bb790-9c5b-4b71-8809-3a4cdfeb5b75,Frank R,,1893,
Locy,http://history.archives.mbl.edu/concepts/person/de7c6248-52fc-4aad-8b32-bea66f3a8830,William A,,1893,
Loeb,http://history.archives.mbl.edu/concepts/person/09fa65a5-523e-4097-951b-bacba073e4de,Jacques,,1893,
Mcmurrich,http://history.archives.mbl.edu/concepts/person/5ce97c45-c126-447c-9dcd-5a0391101a0b,J Playfair,,1893,
Mead,http://history.archives.mbl.edu/concepts/person/fc56e2db-95c7-4408-9a24-c102792116c8,Albert D,,1893,
Morgan,http://history.archives.mbl.edu/concepts/person/ac5553c1-b6a6-41cd-bb44-a08ababd7180,Thomas Hunt,,1893,
Osterhoust,http://history.archives.mbl.edu/concepts/person/e03ce029-0e04-4b9c-8788-e868197a0399,W J V,,1893,
Platt,http://history.archives.mbl.edu/concepts/person/c4362850-ec9a-41d2-8ef2-e0bb9bf0d82e,Julia B,,1893,
Randolph,http://history.archives.mbl.edu/concepts/person/7b0d630e-6ec9-42a7-b04f-242db5443223,Harriet,,1893,
Rankin,http://history.archives.mbl.edu/concepts/person/25dd2937-a47d-4972-a5a1-839c73cae92c,Walter M,,1893,
Setchell,http://history.archives.mbl.edu/concepts/person/dbe9dab2-83ae-480d-9adf-b8b3c1805483,William Albert,,1893,
Strong,http://history.archives.mbl.edu/concepts/person/24d6e33b-96e8-4d11-b892-2d27f0abef01,Oliver Smith,,1893,
Watase,http://history.archives.mbl.edu/concepts/person/46ccbd51-7dc1-420a-928b-c32d1e205174,Sho,,1893,
Whitman,http://history.archives.mbl.edu/concepts/person/b0a28d5f-d6c9-4f1a-814a-c3e13d190f1b,Charles O,,1893,
Willey,http://history.archives.mbl.edu/concepts/person/81efa8e3-590e-4de4-8da7-d489abc5c280,Arthur,,1893,
Wilson,http://history.archives.mbl.edu/concepts/person/4d3552f8-ee1e-49eb-89b8-78229cd30b02,Edmund B,,1893,
Bickford,http://history.archives.mbl.edu/concepts/person/4a8530a2-5ed1-4587-9b75-6cbdc00c338a,Elizabeth E,,1893,
Brewster,http://history.archives.mbl.edu/concepts/person/fb76e70d-05b1-413d-8bc4-83f691578817,Edwin T,,1893,
Brockway,http://history.archives.mbl.edu/concepts/person/86ac4fe0-47f0-4ab8-bbf9-a71eca32e859,Fred J,,1893,
Brown,http://history.archives.mbl.edu/concepts/person/d12aca89-bfc6-4a25-a6eb-7f0f1e32a327,Bertha M,,1893,
Byrnes,http://history.archives.mbl.edu/concepts/person/8fb311ab-1887-4255-a6af-48782df03384,Esther F,,1893,
Calkins,http://history.archives.mbl.edu/concepts/person/5b77586d-df0f-4bc6-ad08-3c3c7f17b455,Gary N,,1893,
Chester,http://history.archives.mbl.edu/concepts/person/91be4449-80b6-4aa9-9771-02fff5a24ead,Grace D,,1893,
Conant,http://history.archives.mbl.edu/concepts/person/24d8a043-2b04-432b-aa5a-301c72db6282,Frankline S,,1893,
Cook,http://history.archives.mbl.edu/concepts/person/5bd38499-ad51-4f65-a74d-80babd7056ff,Elizabeth,,1893,
Cushing,http://history.archives.mbl.edu/concepts/person/5734a8a9-6d6c-4de9-8492-428ea99bc274,H H,,1893,
Dudley,http://history.archives.mbl.edu/concepts/person/a3203026-7362-4f18-b9db-a7697c546096,William H,,1893,
Dyar,http://history.archives.mbl.edu/concepts/person/c7f13e92-aba4-4181-93d6-52b13f45ea5f,Harrison G,,1893,
Everett,http://history.archives.mbl.edu/concepts/person/cfd299df-a547-48a3-8047-8bb02a4bbb06,Warren H,,1893,
Gieson,http://history.archives.mbl.edu/concepts/person/64d03078-0064-49b7-a53a-f5d9f19407c3,Ira Van,,1893,
Gorham,http://history.archives.mbl.edu/concepts/person/1423c778-f6dd-46aa-82dc-696c2b7c57e8,Fred P,,1893,
Gregory,http://history.archives.mbl.edu/concepts/person/2766b8ac-3b32-4a00-a2ff-e05efe98593f,Emily R,,1893,
Harper,http://history.archives.mbl.edu/concepts/person/e7f39142-3044-4b06-a389-290577f7770e,Robert A,,1893,
Harrington,http://history.archives.mbl.edu/concepts/person/ec2152e4-950d-453e-a26b-3c63f8515776,Nathan R,,1893,
Keith,http://history.archives.mbl.edu/concepts/person/c3c862c2-cfe1-4be5-9446-3c35d1669ca5,S Emma,,1893,
Langenbeck,http://history.archives.mbl.edu/concepts/person/0d9da3e6-95a7-4c8e-bafa-61437009ff4a,Clara,,1893,
Mathews,http://history.archives.mbl.edu/concepts/person/0dfc7917-4961-46c2-9423-04f4234ba308,Albert P,,1893,
Merrell,http://history.archives.mbl.edu/concepts/person/a27431b0-37d2-4f1a-b1c8-db81e325bf69,William D,,1893,
Merrill,http://history.archives.mbl.edu/concepts/person/fc55019b-98f3-4244-a916-0e6e0d233b60,Harriet Bell,,1893,
Minor,http://history.archives.mbl.edu/concepts/person/7cf8ddfc-d37e-46ad-ba83-e7ac15812645,Marie L,,1893,
Morrill,http://history.archives.mbl.edu/concepts/person/317dc7d7-2823-4093-a6ca-b21f9f369c13,Albro D,,1893,
Peabody,http://history.archives.mbl.edu/concepts/person/516e6ba3-dc7d-4b92-b41f-c61052d2cda2,James E,,1893,
Poteat,http://history.archives.mbl.edu/concepts/person/07bf1e00-6a0e-4ea3-8fe9-a694c4520124,William L,,1893,
Sharp,http://history.archives.mbl.edu/concepts/person/0c052b3f-17c5-4913-ba11-1c837531202f,D L,,1893,
Strauss,http://history.archives.mbl.edu/concepts/person/a4ff9fdc-85f9-4373-a3df-fdc6df78d858,Israel,,1893,
Tower,http://history.archives.mbl.edu/concepts/person/7d1517a6-b1af-4e3c-8923-21f047412fb5,Ralph W,,1893,
Bigelow,http://history.archives.mbl.edu/concepts/person/969ee37e-decf-4271-98cd-0a6554402490,Robert Payne,,1894,
Bristol,http://history.archives.mbl.edu/concepts/person/2d63ab33-5593-454e-881c-56dff5373e7e,Charles L,,1894,
Clapp,http://history.archives.mbl.edu/concepts/person/14b903c2-a3d2-4100-96cd-ed75976d0edb,Cornelia Maria,,1894,
Calkins,http://history.archives.mbl.edu/concepts/person/5b77586d-df0f-4bc6-ad08-3c3c7f17b455,Gary N,,1894,
Eigenmann,http://history.archives.mbl.edu/concepts/person/53d8a382-9072-482e-a6c7-7b38afa5437e,Carl H,,1894,
Field,http://history.archives.mbl.edu/concepts/person/b4d2e180-c51f-419a-aff9-a253b498ba5d,George Wilton,,1894,
Flexner,http://history.archives.mbl.edu/concepts/person/a0490faf-594b-4598-98fd-f82e60f2a62a,Simon,,1894,
Gardiner,http://history.archives.mbl.edu/concepts/person/eb8d07c9-3122-484d-b5ac-fda0ab34176a,Edward G,,1894,
Gorham,http://history.archives.mbl.edu/concepts/person/e5748601-30e1-4e89-bcc6-d7c264632b6b,Frederic Poole,,1894,
Graf,http://history.archives.mbl.edu/concepts/person/8eb5cd0f-e6a5-42dd-94b8-d7f3b9a31f10,Arnold,,1894,
Hough,http://history.archives.mbl.edu/concepts/person/ba0aeb8e-8255-4dcf-b85d-29b13ca8cb62,Theodore,,1894,
Kean,http://history.archives.mbl.edu/concepts/person/bf934bd1-506e-42ec-8d6a-ffcc1fd5676a,Alexander Livingston,,1894,
Lee,http://history.archives.mbl.edu/concepts/person/c9120f97-79b7-4b6f-813c-2b085ce8c483,Frederic S,,1894,
Mall,http://history.archives.mbl.edu/concepts/person/ef8902b6-6f0c-42fa-b03c-3add4b854f6f,Franklin P,,1894,
Matthews,http://history.archives.mbl.edu/concepts/person/fe8b7571-3e29-4263-8f0f-b9c21088b843,Albert P,,1894,
Minor,http://history.archives.mbl.edu/concepts/person/7cf8ddfc-d37e-46ad-ba83-e7ac15812645,Marie L,,1894,
Morrill,http://history.archives.mbl.edu/concepts/person/317dc7d7-2823-4093-a6ca-b21f9f369c13,Albro D,,1894,
Sampson,http://history.archives.mbl.edu/concepts/person/33e5163e-2230-4146-bf86-76a75c89dac7,Edith F,,1894,
Sampson,http://history.archives.mbl.edu/concepts/person/d1f27872-3334-409a-822d-40e005a28545,Lillian V,,1894,
Strauss,http://history.archives.mbl.edu/concepts/person/a4ff9fdc-85f9-4373-a3df-fdc6df78d858,Israel,,1894,
Treadwell,http://history.archives.mbl.edu/concepts/person/5f8616a2-71a0-4b75-9402-339fe40145bc,Aaron Louis,,1894,
Wallace,http://history.archives.mbl.edu/concepts/person/7a3c1415-52aa-42a2-a491-5ce09c96a09c,Louise Baird,,1894,
Wheeler,http://history.archives.mbl.edu/concepts/person/5430b4cd-1c67-4a74-a375-47a485a8be90,William M,,1894,
Byrnes,http://history.archives.mbl.edu/concepts/person/8fb311ab-1887-4255-a6af-48782df03384,Esther F,,1894,
Brode,http://history.archives.mbl.edu/concepts/person/e3e7ad88-30a0-4d57-a207-3c4ec004c52b,Howard S,,1894,
Brown,http://history.archives.mbl.edu/concepts/person/d12aca89-bfc6-4a25-a6eb-7f0f1e32a327,Bertha M,,1894,
Dudley,http://history.archives.mbl.edu/concepts/person/a3203026-7362-4f18-b9db-a7697c546096,William H,,1894,
Keith,http://history.archives.mbl.edu/concepts/person/c3c862c2-cfe1-4be5-9446-3c35d1669ca5,S Emma,,1894,
Knight,http://history.archives.mbl.edu/concepts/person/a90c2fdb-ee74-4ca8-aabd-79e5e732f069,A P,,1894,
Langenbeck,http://history.archives.mbl.edu/concepts/person/0d9da3e6-95a7-4c8e-bafa-61437009ff4a,Clara,,1894,
Lewis,http://history.archives.mbl.edu/concepts/person/385dcf02-e0fa-4b80-aa84-87af75b535b6,Margaret,,1894,
Mccrae,http://history.archives.mbl.edu/concepts/person/4295dcbb-b9d8-45f5-95bb-116922eeb44c,John,,1894,
Munson,http://history.archives.mbl.edu/concepts/person/ad33c240-9d25-4430-9bcd-95c037275450,John P,,1894,
Norman,http://history.archives.mbl.edu/concepts/person/ce3428b2-1aee-4e23-ad8d-395f99202025,Wesley Walker,,1894,
Sturges,http://history.archives.mbl.edu/concepts/person/ba8bd020-1461-4170-9a17-ac22ef2974f7,Mary Mathews,,1894,
Thompson,http://history.archives.mbl.edu/concepts/person/8493cc93-995b-495f-9bda-69704bf974d4,Joseph C,,1894,
Ayers,http://history.archives.mbl.edu/concepts/person/a159d7dc-1607-4e06-b2a2-37d2f127cd8d,Howard,,1895,Zoology
Bigelow,http://history.archives.mbl.edu/concepts/person/969ee37e-decf-4271-98cd-0a6554402490,Robert Payne,,1895,Zoology
Boyer,http://history.archives.mbl.edu/concepts/person/5d5b1994-dfed-4b43-8c49-c5d92eef6d37,E R,,1895,Zoology
Brode,http://history.archives.mbl.edu/concepts/person/e3e7ad88-30a0-4d57-a207-3c4ec004c52b,Howard S,,1895,Zoology
Bumpus,http://history.archives.mbl.edu/concepts/person/ad636c54-11b9-4deb-910c-61084866ce69,Hermon C,,1895,Zoology
Byrnes,http://history.archives.mbl.edu/concepts/person/8fb311ab-1887-4255-a6af-48782df03384,Esther F,,1895,Zoology
Calkins,http://history.archives.mbl.edu/concepts/person/5b77586d-df0f-4bc6-ad08-3c3c7f17b455,Gary N,,1895,Zoology
