Year,Course URI,Course Group URI,Course Group,Course Name
1934,http://history.archives.mbl.edu/concepts/course/7ad9bb30-7b7a-43aa-b5fc-ee37583cf345,http://history.archives.mbl.edu/concepts/coursegroup/540947d3-ba85-4819-a6f0-0c0f9c561cdc,Embryology,Embryology 1934
1934,http://history.archives.mbl.edu/concepts/course/68a57f22-4c4f-4999-8a5d-fe8df8660a42,http://history.archives.mbl.edu/concepts/coursegroup/c0016fb3-4ba9-4a60-a5e8-8d6f41621524,Physiology,Physiology 1934
1934,http://history.archives.mbl.edu/concepts/course/ca13c46b-0362-43c0-8343-bb88855a4795,http://history.archives.mbl.edu/concepts/coursegroup/cafa904e-5d27-439b-90da-ed3eccec942b,Protozoology,Protozoology 1934
1934,http://history.archives.mbl.edu/concepts/course/eed5d703-113f-44a6-b7bd-b6624e09e1e3,http://history.archives.mbl.edu/concepts/coursegroup/3d4ad6e7-d091-4b59-b7d8-5fd3f6d72980,Zoology,Zoology 1934
1995,http://history.archives.mbl.edu/concepts/course/ce41dacf-24ae-4a1a-812f-04b58b8627b5,http://history.archives.mbl.edu/concepts/coursegroup/1cc9f05c-1e70-4d21-bd11-0f942ce6a01e,Biology Of Parasitism,Biology Of Parasitism 1995
1995,http://history.archives.mbl.edu/concepts/course/31cd4aee-199c-4e2f-b318-207ec58db5fe,http://history.archives.mbl.edu/concepts/coursegroup/540947d3-ba85-4819-a6f0-0c0f9c561cdc,Embryology,Embryology 1995
1995,http://history.archives.mbl.edu/concepts/course/28f11703-522f-432f-9a71-dc4230f776e4,http://history.archives.mbl.edu/concepts/coursegroup/5e4e86d4-bcdd-4766-a5d6-c40226a65bd7,Microbial Diversity,Microbial Diversity 1995
1995,http://history.archives.mbl.edu/concepts/course/3a15dc40-8457-4216-9ee1-1ef3b615431d,http://history.archives.mbl.edu/concepts/coursegroup/748261f2-5ba0-45fd-b74f-e5dacb0eeaf5,Neural Systems & Behavior,Neural Systems & Behavior 1995
1995,http://history.archives.mbl.edu/concepts/course/6035058c-e481-42e5-89de-a74e32279bda,http://history.archives.mbl.edu/concepts/coursegroup/cfad56e2-02d5-457c-bcaf-f121df755b75,Neurobiology,Neurobiology 1995
1995,http://history.archives.mbl.edu/concepts/course/98b701ff-47f7-4c60-9177-ab4128d2249e,http://history.archives.mbl.edu/concepts/coursegroup/c0016fb3-4ba9-4a60-a5e8-8d6f41621524,Physiology,Physiology 1995
